player_id,direction,origin_league,destination_league,origin_season,destination_season,origin_team,destination_team,seasons_gap,player_age_at_migration
11,EL_to_NBA,EuroLeague,NBA,2014/15,2016/17,Unicaja Malaga,NYK,1,27
11,EL_to_NBA,EuroLeague,NBA,2015/16,2016/17,Unicaja Malaga,NYK,0,27
11,NBA_to_EL,NBA,EuroLeague,2016/17,2017/18,NYK,EA7 Emporio Armani Milan,0,28
11,NBA_to_EL,NBA,EuroLeague,2017/18,2018/19,NYK,EA7 Emporio Armani Milan,0,29
12,EL_to_NBA,EuroLeague,NBA,2002/03,2004/05,Maccabi Rapyd Tel Aviv,SAS,1,22
12,NBA_to_EL,NBA,EuroLeague,2015/16,2017/18,TOT,Zalgiris Kaunas,1,35
12,NBA_to_EL,NBA,EuroLeague,2016/17,2017/18,DET,Zalgiris Kaunas,0,35
19,EL_to_NBA,EuroLeague,NBA,2012/13,2014/15,Unicaja Malaga,TOT,1,25
19,EL_to_NBA,EuroLeague,NBA,2013/14,2014/15,Unicaja Malaga,TOT,0,25
19,NBA_to_EL,NBA,EuroLeague,2014/15,2015/16,TOT,BC Khimki,0,26
23,NBA_to_EL,NBA,EuroLeague,2015/16,2017/18,MIN,Valencia Basket,1,31
23,NBA_to_EL,NBA,EuroLeague,2016/17,2017/18,ORL,Valencia Basket,0,31
59,NBA_to_EL,NBA,EuroLeague,2011/12,2013/14,GSW,Crvena Zvezda Meridianbet Belgrade,1,24
59,NBA_to_EL,NBA,EuroLeague,2012/13,2013/14,TOT,Crvena Zvezda Meridianbet Belgrade,0,24
64,EL_to_NBA,EuroLeague,NBA,2013/14,2015/16,Baskonia Vitoria-Gasteiz,UTA,1,26
64,EL_to_NBA,EuroLeague,NBA,2014/15,2015/16,FC Barcelona,UTA,0,26
64,NBA_to_EL,NBA,EuroLeague,2015/16,2016/17,UTA,Galatasaray Spor Kulubu,0,27
75,EL_to_NBA,EuroLeague,NBA,2011/12,2013/14,Olympiacos Piraeus,ATL,1,31
75,EL_to_NBA,EuroLeague,NBA,2012/13,2013/14,Olympiacos Piraeus,ATL,0,31
75,NBA_to_EL,NBA,EuroLeague,2013/14,2015/16,ATL,Fenerbahce Beko Istanbul,1,33
75,NBA_to_EL,NBA,EuroLeague,2014/15,2015/16,ATL,Fenerbahce Beko Istanbul,0,33
85,EL_to_NBA,EuroLeague,NBA,2017/18,2019/20,Fenerbahce Beko Istanbul,MEM,1,24
85,EL_to_NBA,EuroLeague,NBA,2018/19,2019/20,Fenerbahce Beko Istanbul,MEM,0,24
85,NBA_to_EL,NBA,EuroLeague,2019/20,2020/21,MEM,Fenerbahce Beko Istanbul,0,25
92,EL_to_NBA,EuroLeague,NBA,2013/14,2015/16,FC Barcelona,LAL,1,32
92,EL_to_NBA,EuroLeague,NBA,2014/15,2015/16,FC Barcelona,LAL,0,32
92,NBA_to_EL,NBA,EuroLeague,2015/16,2017/18,LAL,Baskonia Vitoria-Gasteiz,1,34
92,NBA_to_EL,NBA,EuroLeague,2016/17,2017/18,LAL,Baskonia Vitoria-Gasteiz,0,34
101,NBA_to_EL,NBA,EuroLeague,2015/16,2017/18,TOT,Baskonia Vitoria-Gasteiz,1,26
101,NBA_to_EL,NBA,EuroLeague,2016/17,2017/18,CLE,Baskonia Vitoria-Gasteiz,0,26
101,EL_to_NBA,EuroLeague,NBA,2017/18,2018/19,Baskonia Vitoria-Gasteiz,WAS,0,27
102,EL_to_NBA,EuroLeague,NBA,2017/18,2019/20,Fenerbahce Beko Istanbul,NOP,1,28
102,EL_to_NBA,EuroLeague,NBA,2018/19,2019/20,Fenerbahce Beko Istanbul,NOP,0,28
102,NBA_to_EL,NBA,EuroLeague,2019/20,2021/22,NOP,EA7 Emporio Armani Milan,1,30
102,NBA_to_EL,NBA,EuroLeague,2020/21,2021/22,TOT,EA7 Emporio Armani Milan,0,30
126,EL_to_NBA,EuroLeague,NBA,2018/19,2020/21,Real Madrid,DEN,1,29
126,EL_to_NBA,EuroLeague,NBA,2019/20,2020/21,Real Madrid,DEN,0,29
126,EL_to_NBA,EuroLeague,NBA,2020/21,2021/22,Real Madrid,DEN,0,30
126,NBA_to_EL,NBA,EuroLeague,2021/22,2022/23,DEN,Crvena Zvezda Meridianbet Belgrade,0,31
126,NBA_to_EL,NBA,EuroLeague,2022/23,2023/24,DAL,Real Madrid,0,32
132,EL_to_NBA,EuroLeague,NBA,2016/17,2018/19,Real Madrid,DAL,1,19
132,EL_to_NBA,EuroLeague,NBA,2017/18,2018/19,Real Madrid,DAL,0,19
134,NBA_to_EL,NBA,EuroLeague,2013/14,2015/16,GSW,Panathinaikos AKTOR Athens,1,25
134,NBA_to_EL,NBA,EuroLeague,2014/15,2015/16,GSW,Panathinaikos AKTOR Athens,0,25
138,EL_to_NBA,EuroLeague,NBA,2012/13,2013/14,Rytas Vilnius,GSW,0,22
138,NBA_to_EL,NBA,EuroLeague,2013/14,2014/15,GSW,Valencia Basket,0,23
159,EL_to_NBA,EuroLeague,NBA,2021/22,2023/24,Anadolu Efes Istanbul,TOT,1,29
159,EL_to_NBA,EuroLeague,NBA,2022/23,2023/24,Anadolu Efes Istanbul,TOT,0,29
159,NBA_to_EL,NBA,EuroLeague,2023/24,2025/26,TOT,Hapoel Tel Aviv,1,31
159,NBA_to_EL,NBA,EuroLeague,2024/25,2025/26,TOT,Hapoel Tel Aviv,0,31
190,EL_to_NBA,EuroLeague,NBA,2016/17,2018/19,FC Barcelona,BKN,1,20
190,EL_to_NBA,EuroLeague,NBA,2017/18,2018/19,FC Barcelona,BKN,0,20
203,EL_to_NBA,EuroLeague,NBA,2009/10,2011/12,Partizan Mozzart Bet Belgrade,WAS,1,21
203,EL_to_NBA,EuroLeague,NBA,2010/11,2011/12,Partizan Mozzart Bet Belgrade,WAS,0,21
203,NBA_to_EL,NBA,EuroLeague,2012/13,2014/15,WAS,Fenerbahce Beko Istanbul,1,24
203,NBA_to_EL,NBA,EuroLeague,2013/14,2014/15,WAS,Fenerbahce Beko Istanbul,0,24
209,EL_to_NBA,EuroLeague,NBA,2016/17,2018/19,Darussafaka Basketbol,NOP,1,29
209,EL_to_NBA,EuroLeague,NBA,2017/18,2018/19,EA7 Emporio Armani Milan,NOP,0,29
209,NBA_to_EL,NBA,EuroLeague,2018/19,2019/20,NOP,BC Khimki,0,30
212,EL_to_NBA,EuroLeague,NBA,2020/21,2022/23,ALBA Berlin,UTA,1,27
212,EL_to_NBA,EuroLeague,NBA,2021/22,2022/23,Baskonia Vitoria-Gasteiz,UTA,0,27
217,EL_to_NBA,EuroLeague,NBA,2011/12,2012/13,Spirou Charleroi,BKN,0,21
217,NBA_to_EL,NBA,EuroLeague,2012/13,2014/15,BKN,Baskonia Vitoria-Gasteiz,1,23
217,NBA_to_EL,NBA,EuroLeague,2013/14,2014/15,TOT,Baskonia Vitoria-Gasteiz,0,23
222,NBA_to_EL,NBA,EuroLeague,2023/24,2024/25,CHI,FC Bayern Munich,0,25
257,NBA_to_EL,NBA,EuroLeague,1998/99,2000/01,UTA,PAOK BC,1,31
257,NBA_to_EL,NBA,EuroLeague,1999/00,2000/01,LAC,PAOK BC,0,31
260,NBA_to_EL,NBA,EuroLeague,1998/99,2000/01,SAC,KK Buducnost,1,25
260,EL_to_NBA,EuroLeague,NBA,2000/01,2001/02,KK Buducnost,SEA,0,26
264,NBA_to_EL,NBA,EuroLeague,1998/99,2000/01,MIL,Hapoel Jerusalem Basketball Club,1,34
264,NBA_to_EL,NBA,EuroLeague,1999/00,2000/01,TOT,Hapoel Jerusalem Basketball Club,0,34
277,EL_to_NBA,EuroLeague,NBA,2000/01,2002/03,KK Buducnost,MIN,1,24
277,EL_to_NBA,EuroLeague,NBA,2001/02,2002/03,KK Buducnost,MIN,0,24
301,EL_to_NBA,EuroLeague,NBA,2000/01,2001/02,Baskonia Vitoria-Gasteiz,DET,0,32
301,NBA_to_EL,NBA,EuroLeague,2001/02,2002/03,DET,Unicaja Malaga;CSKA Moscow,0,33
303,EL_to_NBA,EuroLeague,NBA,2007/08,2009/10,CSKA Moscow,HOU,1,29
303,EL_to_NBA,EuroLeague,NBA,2008/09,2009/10,FC Barcelona,HOU,0,29
303,NBA_to_EL,NBA,EuroLeague,2009/10,2011/12,HOU,Montepaschi Siena,1,31
303,NBA_to_EL,NBA,EuroLeague,2010/11,2011/12,TOT,Montepaschi Siena,0,31
319,EL_to_NBA,EuroLeague,NBA,2000/01,2002/03,Spirou Charleroi,MEM,1,25
319,NBA_to_EL,NBA,EuroLeague,2002/03,2003/04,MEM,Panathinaikos AKTOR Athens,0,26
330,EL_to_NBA,EuroLeague,NBA,2000/01,2001/02,KK Cedevita Olimpija,IND,0,22
330,NBA_to_EL,NBA,EuroLeague,2006/07,2008/09,CHA,Pallacanestro Virtus Roma,1,29
330,NBA_to_EL,NBA,EuroLeague,2007/08,2008/09,TOT,Pallacanestro Virtus Roma,0,29
330,EL_to_NBA,EuroLeague,NBA,2008/09,2009/10,Pallacanestro Virtus Roma,TOT,0,30
334,NBA_to_EL,NBA,EuroLeague,1999/00,2000/01,DET,Benetton Basket Treviso,0,26
343,NBA_to_EL,NBA,EuroLeague,1998/99,2000/01,MIA,Scaligera Basket Verona,1,32
343,NBA_to_EL,NBA,EuroLeague,1999/00,2000/01,LAC,Scaligera Basket Verona,0,32
372,EL_to_NBA,EuroLeague,NBA,2004/05,2006/07,Unicaja Malaga,TOR,1,29
372,EL_to_NBA,EuroLeague,NBA,2005/06,2006/07,Unicaja Malaga,TOR,0,29
372,NBA_to_EL,NBA,EuroLeague,2007/08,2009/10,TOR,Real Madrid,1,32
380,EL_to_NBA,EuroLeague,NBA,2000/01,2002/03,KK Cibona,TOT,1,25
380,EL_to_NBA,EuroLeague,NBA,2001/02,2002/03,CSKA Moscow,TOT,0,25
380,NBA_to_EL,NBA,EuroLeague,2006/07,2008/09,UTA,Fenerbahce Beko Istanbul,1,31
380,NBA_to_EL,NBA,EuroLeague,2007/08,2008/09,UTA,Fenerbahce Beko Istanbul,0,31
396,EL_to_NBA,EuroLeague,NBA,2000/01,2002/03,Virtus Bologna,LAC,1,24
396,EL_to_NBA,EuroLeague,NBA,2001/02,2002/03,Virtus Bologna,LAC,0,24
396,NBA_to_EL,NBA,EuroLeague,2007/08,2009/10,MIN,Real Madrid,1,31
396,NBA_to_EL,NBA,EuroLeague,2008/09,2009/10,MEM,Real Madrid,0,31
397,EL_to_NBA,EuroLeague,NBA,2003/04,2005/06,Maccabi Rapyd Tel Aviv,IND,1,29
397,EL_to_NBA,EuroLeague,NBA,2004/05,2005/06,Maccabi Rapyd Tel Aviv,IND,0,29
397,NBA_to_EL,NBA,EuroLeague,2005/06,2007/08,IND,Panathinaikos AKTOR Athens,1,31
397,NBA_to_EL,NBA,EuroLeague,2006/07,2007/08,TOT,Panathinaikos AKTOR Athens,0,31
428,EL_to_NBA,EuroLeague,NBA,2001/02,2003/04,Real Madrid,UTA,1,23
447,NBA_to_EL,NBA,EuroLeague,1998/99,2000/01,PHX,Real Madrid,1,23
455,EL_to_NBA,EuroLeague,NBA,2000/01,2002/03,Benetton Basket Treviso,HOU,1,22
455,EL_to_NBA,EuroLeague,NBA,2001/02,2002/03,Benetton Basket Treviso,HOU,0,22
455,NBA_to_EL,NBA,EuroLeague,2007/08,2009/10,NJN,Anadolu Efes Istanbul,1,29
461,EL_to_NBA,EuroLeague,NBA,2003/04,2005/06,Valencia Basket,SAS,1,30
473,EL_to_NBA,EuroLeague,NBA,2001/02,2003/04,KK Cibona,NJN,1,21
473,EL_to_NBA,EuroLeague,NBA,2002/03,2003/04,KK Cibona,NJN,0,21
473,NBA_to_EL,NBA,EuroLeague,2004/05,2006/07,NJN,Baskonia Vitoria-Gasteiz,1,24
473,NBA_to_EL,NBA,EuroLeague,2005/06,2006/07,NJN,Baskonia Vitoria-Gasteiz,0,24
503,NBA_to_EL,NBA,EuroLeague,1998/99,2000/01,NJN,FC Barcelona,1,35
544,EL_to_NBA,EuroLeague,NBA,2000/01,2002/03,KK Cedevita Olimpija,GSW,1,22
544,EL_to_NBA,EuroLeague,NBA,2001/02,2002/03,KK Cedevita Olimpija,GSW,0,22
544,NBA_to_EL,NBA,EuroLeague,2004/05,2006/07,TOT,Unicaja Malaga,1,26
544,NBA_to_EL,NBA,EuroLeague,2005/06,2006/07,MIL,Unicaja Malaga,0,26
559,NBA_to_EL,NBA,EuroLeague,2001/02,2002/03,TOT,Virtus Bologna,0,23
565,EL_to_NBA,EuroLeague,NBA,2001/02,2002/03,Baskonia Vitoria-Gasteiz,UTA,0,23
565,NBA_to_EL,NBA,EuroLeague,2006/07,2008/09,ORL,Maccabi Rapyd Tel Aviv,1,29
565,NBA_to_EL,NBA,EuroLeague,2007/08,2008/09,ORL,Maccabi Rapyd Tel Aviv,0,29
565,EL_to_NBA,EuroLeague,NBA,2008/09,2009/10,Maccabi Rapyd Tel Aviv,MIA,0,30
566,EL_to_NBA,EuroLeague,NBA,2004/05,2006/07,KK Cibona,MIL,1,21
566,EL_to_NBA,EuroLeague,NBA,2005/06,2006/07,KK Cibona,MIL,0,21
566,NBA_to_EL,NBA,EuroLeague,2006/07,2007/08,MIL,Zalgiris Kaunas,0,22
570,EL_to_NBA,EuroLeague,NBA,2001/02,2003/04,Real Madrid,PHX,1,18
570,EL_to_NBA,EuroLeague,NBA,2002/03,2003/04,Real Madrid,PHX,0,18
573,EL_to_NBA,EuroLeague,NBA,2002/03,2004/05,FC Barcelona,CLE,1,22
573,EL_to_NBA,EuroLeague,NBA,2003/04,2004/05,FC Barcelona,CLE,0,22
592,NBA_to_EL,NBA,EuroLeague,2000/01,2001/02,DEN,Fortitudo Pallacanestro Bologna 103,0,30
592,EL_to_NBA,EuroLeague,NBA,2001/02,2002/03,Fortitudo Pallacanestro Bologna 103,WAS,0,31
600,NBA_to_EL,NBA,EuroLeague,1999/00,2001/02,LAL,LDLC ASVEL Villeurbanne;Fortitudo Pallacanestro Bologna 103,1,24
650,EL_to_NBA,EuroLeague,NBA,2001/02,2003/04,KK Buducnost,PHX,1,22
650,EL_to_NBA,EuroLeague,NBA,2002/03,2003/04,KK Buducnost,PHX,0,22
654,EL_to_NBA,EuroLeague,NBA,2001/02,2003/04,Peristeri BC,TOT,1,27
662,EL_to_NBA,EuroLeague,NBA,2001/02,2003/04,Elan Bearnais Pau-Lacq-Orthez,ATL,1,21
662,EL_to_NBA,EuroLeague,NBA,2002/03,2003/04,Elan Bearnais Pau-Lacq-Orthez,ATL,0,21
667,NBA_to_EL,NBA,EuroLeague,2000/01,2001/02,IND,Benetton Basket Treviso,0,28
702,NBA_to_EL,NBA,EuroLeague,1999/00,2001/02,CHH,WKS Slask Wroclaw,1,29
702,NBA_to_EL,NBA,EuroLeague,2000/01,2001/02,CLE,WKS Slask Wroclaw,0,29
708,EL_to_NBA,EuroLeague,NBA,2001/02,2002/03,Maccabi Rapyd Tel Aviv,TOR,0,27
724,EL_to_NBA,EuroLeague,NBA,2002/03,2004/05,Partizan Mozzart Bet Belgrade,NJN,1,21
724,EL_to_NBA,EuroLeague,NBA,2003/04,2004/05,Partizan Mozzart Bet Belgrade,NJN,0,21
724,NBA_to_EL,NBA,EuroLeague,2009/10,2011/12,OKC,CSKA Moscow,1,28
724,NBA_to_EL,NBA,EuroLeague,2010/11,2011/12,TOT,CSKA Moscow,0,28
763,EL_to_NBA,EuroLeague,NBA,2001/02,2002/03,Anadolu Efes Istanbul,DET,0,23
767,EL_to_NBA,EuroLeague,NBA,2001/02,2003/04,Fenerbahce Beko Istanbul,ORL,1,19
767,EL_to_NBA,EuroLeague,NBA,2002/03,2003/04,Fenerbahce Beko Istanbul,ORL,0,19
767,NBA_to_EL,NBA,EuroLeague,2010/11,2011/12,ATL,Galatasaray Spor Kulubu,0,27
767,EL_to_NBA,EuroLeague,NBA,2011/12,2012/13,Galatasaray Spor Kulubu,ATL,0,28
775,NBA_to_EL,NBA,EuroLeague,1999/00,2001/02,ORL,Maccabi Rapyd Tel Aviv,1,26
775,EL_to_NBA,EuroLeague,NBA,2004/05,2006/07,Maccabi Rapyd Tel Aviv,TOR,1,31
775,EL_to_NBA,EuroLeague,NBA,2005/06,2006/07,Maccabi Rapyd Tel Aviv,TOR,0,31
779,EL_to_NBA,EuroLeague,NBA,2001/02,2003/04,KK Buducnost,UTA,1,20
779,EL_to_NBA,EuroLeague,NBA,2002/03,2003/04,KK Buducnost,UTA,0,20
779,NBA_to_EL,NBA,EuroLeague,2011/12,2013/14,BOS,Partizan Mozzart Bet Belgrade,1,30
779,NBA_to_EL,NBA,EuroLeague,2012/13,2013/14,POR,Partizan Mozzart Bet Belgrade,0,30
791,EL_to_NBA,EuroLeague,NBA,2001/02,2003/04,Elan Bearnais Pau-Lacq-Orthez,GSW,1,21
791,EL_to_NBA,EuroLeague,NBA,2002/03,2003/04,Elan Bearnais Pau-Lacq-Orthez,GSW,0,21
800,NBA_to_EL,NBA,EuroLeague,1999/00,2001/02,DEN,CSKA Moscow,1,28
805,NBA_to_EL,NBA,EuroLeague,2000/01,2001/02,TOT,Panathinaikos AKTOR Athens,0,24
805,EL_to_NBA,EuroLeague,NBA,2001/02,2002/03,Panathinaikos AKTOR Athens,DET,0,25
805,NBA_to_EL,NBA,EuroLeague,2002/03,2004/05,DET,Unicaja Malaga,1,27
827,NBA_to_EL,NBA,EuroLeague,1999/00,2001/02,IND,Real Madrid,1,31
827,NBA_to_EL,NBA,EuroLeague,2000/01,2001/02,IND,Real Madrid,0,31
828,NBA_to_EL,NBA,EuroLeague,2000/01,2001/02,CHI,Real Madrid,0,28
835,NBA_to_EL,NBA,EuroLeague,1999/00,2001/02,TOT,CSKA Moscow,1,25
843,NBA_to_EL,NBA,EuroLeague,1999/00,2001/02,SEA,WKS Slask Wroclaw,1,30
872,NBA_to_EL,NBA,EuroLeague,2001/02,2002/03,DET,KK Cedevita Olimpija,0,23
877,NBA_to_EL,NBA,EuroLeague,2000/01,2002/03,TOT,WKS Slask Wroclaw,1,27
884,NBA_to_EL,NBA,EuroLeague,2001/02,2002/03,PHI,WKS Slask Wroclaw,0,24
892,NBA_to_EL,NBA,EuroLeague,2001/02,2002/03,MIN,Olympiacos Piraeus,0,24
892,EL_to_NBA,EuroLeague,NBA,2002/03,2004/05,Olympiacos Piraeus,SAC,1,26
892,EL_to_NBA,EuroLeague,NBA,2003/04,2004/05,Benetton Basket Treviso,SAC,0,26
893,NBA_to_EL,NBA,EuroLeague,2000/01,2002/03,SAS,Virtus Bologna,1,27
893,NBA_to_EL,NBA,EuroLeague,2001/02,2002/03,TOT,Virtus Bologna,0,27
893,EL_to_NBA,EuroLeague,NBA,2002/03,2003/04,Virtus Bologna,ORL,0,28
914,NBA_to_EL,NBA,EuroLeague,2000/01,2002/03,PHI,Panathinaikos AKTOR Athens,1,25
914,NBA_to_EL,NBA,EuroLeague,2001/02,2002/03,MEM,Panathinaikos AKTOR Athens,0,25
914,EL_to_NBA,EuroLeague,NBA,2002/03,2003/04,Panathinaikos AKTOR Athens,SAC,0,26
914,NBA_to_EL,NBA,EuroLeague,2004/05,2006/07,NJN,Maccabi Rapyd Tel Aviv,1,29
916,EL_to_NBA,EuroLeague,NBA,2003/04,2005/06,Baskonia Vitoria-Gasteiz,TOR,1,24
916,EL_to_NBA,EuroLeague,NBA,2004/05,2005/06,Baskonia Vitoria-Gasteiz,TOR,0,24
921,NBA_to_EL,NBA,EuroLeague,2000/01,2002/03,TOT,Zalgiris Kaunas,1,31
927,NBA_to_EL,NBA,EuroLeague,2000/01,2002/03,CLE,CSKA Moscow,1,35
927,NBA_to_EL,NBA,EuroLeague,2001/02,2002/03,MIA,CSKA Moscow,0,35
940,NBA_to_EL,NBA,EuroLeague,2000/01,2002/03,CLE,Benetton Basket Treviso,1,26
940,NBA_to_EL,NBA,EuroLeague,2001/02,2002/03,CLE,Benetton Basket Treviso,0,26
943,NBA_to_EL,NBA,EuroLeague,2000/01,2002/03,UTA,Maccabi Rapyd Tel Aviv,1,25
943,NBA_to_EL,NBA,EuroLeague,2001/02,2002/03,UTA,Maccabi Rapyd Tel Aviv,0,25
943,EL_to_NBA,EuroLeague,NBA,2002/03,2003/04,Maccabi Rapyd Tel Aviv,MIN,0,26
943,NBA_to_EL,NBA,EuroLeague,2003/04,2005/06,MIN,Olympiacos Piraeus,1,28
948,NBA_to_EL,NBA,EuroLeague,2000/01,2002/03,ATL,Baskonia Vitoria-Gasteiz,1,26
948,NBA_to_EL,NBA,EuroLeague,2001/02,2002/03,ATL,Baskonia Vitoria-Gasteiz,0,26
951,EL_to_NBA,EuroLeague,NBA,2003/04,2005/06,LDLC ASVEL Villeurbanne,UTA,1,34
955,EL_to_NBA,EuroLeague,NBA,2005/06,2007/08,Partizan Mozzart Bet Belgrade,GSW,1,22
955,EL_to_NBA,EuroLeague,NBA,2006/07,2007/08,Partizan Mozzart Bet Belgrade,GSW,0,22
964,EL_to_NBA,EuroLeague,NBA,2002/03,2003/04,CSKA Moscow,SAC,0,25
964,NBA_to_EL,NBA,EuroLeague,2009/10,2011/12,NOH,Galatasaray Spor Kulubu,1,33
964,NBA_to_EL,NBA,EuroLeague,2010/11,2011/12,PHI,Galatasaray Spor Kulubu,0,33
984,NBA_to_EL,NBA,EuroLeague,2002/03,2003/04,NOH,Valencia Basket,0,34
984,NBA_to_EL,NBA,EuroLeague,2003/04,2004/05,NJN,Zalgiris Kaunas,0,35
985,NBA_to_EL,NBA,EuroLeague,2001/02,2003/04,ORL,Elan Bearnais Pau-Lacq-Orthez,1,24
985,NBA_to_EL,NBA,EuroLeague,2002/03,2003/04,ORL,Elan Bearnais Pau-Lacq-Orthez,0,24
988,NBA_to_EL,NBA,EuroLeague,2002/03,2003/04,BOS,Maccabi Rapyd Tel Aviv,0,23
988,EL_to_NBA,EuroLeague,NBA,2003/04,2004/05,Maccabi Rapyd Tel Aviv,NYK,0,24
1001,EL_to_NBA,EuroLeague,NBA,2003/04,2004/05,Pallacanestro Virtus Roma,CHA,0,31
1002,EL_to_NBA,EuroLeague,NBA,2003/04,2004/05,AEK Athens,DET,0,30
1002,NBA_to_EL,NBA,EuroLeague,2004/05,2006/07,DET,Anadolu Efes Istanbul,1,32
1014,NBA_to_EL,NBA,EuroLeague,2001/02,2003/04,CHI,Olympiacos Piraeus,1,23
1014,NBA_to_EL,NBA,EuroLeague,2002/03,2003/04,CHI,Olympiacos Piraeus,0,23
1017,EL_to_NBA,EuroLeague,NBA,2004/05,2006/07,Benetton Basket Treviso,TOR,1,21
1017,EL_to_NBA,EuroLeague,NBA,2005/06,2006/07,Benetton Basket Treviso,TOR,0,21
1017,NBA_to_EL,NBA,EuroLeague,2014/15,2016/17,NYK,Baskonia Vitoria-Gasteiz,1,31
1017,NBA_to_EL,NBA,EuroLeague,2015/16,2016/17,BKN,Baskonia Vitoria-Gasteiz,0,31
1018,NBA_to_EL,NBA,EuroLeague,2002/03,2003/04,TOR,Maccabi Rapyd Tel Aviv,0,27
1018,EL_to_NBA,EuroLeague,NBA,2004/05,2006/07,Maccabi Rapyd Tel Aviv,IND,1,30
1018,EL_to_NBA,EuroLeague,NBA,2005/06,2006/07,Maccabi Rapyd Tel Aviv,IND,0,30
1040,NBA_to_EL,NBA,EuroLeague,2006/07,2007/08,MIL,Olympiacos Piraeus,0,28
1042,EL_to_NBA,EuroLeague,NBA,2004/05,2006/07,Unicaja Malaga,CHA,1,27
1042,EL_to_NBA,EuroLeague,NBA,2005/06,2006/07,Unicaja Malaga,CHA,0,27
1042,NBA_to_EL,NBA,EuroLeague,2007/08,2009/10,TOT,Baskonia Vitoria-Gasteiz,1,30
1042,NBA_to_EL,NBA,EuroLeague,2008/09,2009/10,DET,Baskonia Vitoria-Gasteiz,0,30
1062,EL_to_NBA,EuroLeague,NBA,2003/04,2005/06,Baskonia Vitoria-Gasteiz,NOK,1,25
1062,EL_to_NBA,EuroLeague,NBA,2004/05,2005/06,Baskonia Vitoria-Gasteiz,NOK,0,25
1062,NBA_to_EL,NBA,EuroLeague,2005/06,2006/07,NOK,Olympiacos Piraeus,0,26
1077,EL_to_NBA,EuroLeague,NBA,2003/04,2005/06,Elan Bearnais Pau-Lacq-Orthez,SEA,1,19
1077,EL_to_NBA,EuroLeague,NBA,2004/05,2005/06,Elan Bearnais Pau-Lacq-Orthez,SEA,0,19
1086,NBA_to_EL,NBA,EuroLeague,2002/03,2003/04,POR,Zalgiris Kaunas,0,39
1093,EL_to_NBA,EuroLeague,NBA,2004/05,2006/07,Benetton Basket Treviso,TOR,1,23
1093,EL_to_NBA,EuroLeague,NBA,2005/06,2006/07,Benetton Basket Treviso,TOR,0,23
1096,EL_to_NBA,EuroLeague,NBA,2008/09,2010/11,Baskonia Vitoria-Gasteiz,SAS,1,25
1096,EL_to_NBA,EuroLeague,NBA,2009/10,2010/11,Baskonia Vitoria-Gasteiz,SAS,0,25
1116,NBA_to_EL,NBA,EuroLeague,2003/04,2004/05,WAS,Panathinaikos AKTOR Athens,0,25
1116,EL_to_NBA,EuroLeague,NBA,2004/05,2005/06,Panathinaikos AKTOR Athens,TOT,0,26
1124,NBA_to_EL,NBA,EuroLeague,2003/04,2004/05,MEM,Real Madrid,0,24
1130,NBA_to_EL,NBA,EuroLeague,2002/03,2004/05,MEM,Scavolini Pesaro,1,24
1130,NBA_to_EL,NBA,EuroLeague,2003/04,2004/05,TOT,Scavolini Pesaro,0,24
1131,NBA_to_EL,NBA,EuroLeague,2002/03,2004/05,LAL,Panathinaikos AKTOR Athens,1,33
1131,NBA_to_EL,NBA,EuroLeague,2003/04,2004/05,POR,Panathinaikos AKTOR Athens,0,33
1133,NBA_to_EL,NBA,EuroLeague,2002/03,2004/05,ATL,Fortitudo Pallacanestro Bologna 103,1,31
1133,NBA_to_EL,NBA,EuroLeague,2003/04,2004/05,PHI,Fortitudo Pallacanestro Bologna 103,0,31
1139,NBA_to_EL,NBA,EuroLeague,2003/04,2004/05,TOT,Fenerbahce Beko Istanbul,0,26
1140,EL_to_NBA,EuroLeague,NBA,2008/09,2010/11,Fenerbahce Beko Istanbul,TOT,1,24
1140,EL_to_NBA,EuroLeague,NBA,2009/10,2010/11,Fenerbahce Beko Istanbul,TOT,0,24
1140,NBA_to_EL,NBA,EuroLeague,2010/11,2012/13,TOT,Anadolu Efes Istanbul,1,26
1140,NBA_to_EL,NBA,EuroLeague,2011/12,2012/13,CLE,Anadolu Efes Istanbul,0,26
1144,EL_to_NBA,EuroLeague,NBA,2004/05,2005/06,Zalgiris Kaunas,CLE,0,19
1155,NBA_to_EL,NBA,EuroLeague,2002/03,2004/05,ORL,Real Madrid,1,31
1155,EL_to_NBA,EuroLeague,NBA,2004/05,2005/06,Real Madrid,PHX,0,32
1155,NBA_to_EL,NBA,EuroLeague,2006/07,2008/09,PHX,Arka Gdynia,1,35
1176,EL_to_NBA,EuroLeague,NBA,2004/05,2006/07,Real Madrid,SEA,1,23
1176,EL_to_NBA,EuroLeague,NBA,2005/06,2006/07,Real Madrid,SEA,0,23
1179,NBA_to_EL,NBA,EuroLeague,2003/04,2004/05,ATL,Baskonia Vitoria-Gasteiz,0,26
1181,EL_to_NBA,EuroLeague,NBA,2004/05,2006/07,Fenerbahce Beko Istanbul,MIL,1,19
1181,NBA_to_EL,NBA,EuroLeague,2006/07,2007/08,MIL,FC Barcelona,0,20
1181,EL_to_NBA,EuroLeague,NBA,2007/08,2009/10,FC Barcelona,MIL,1,22
1181,EL_to_NBA,EuroLeague,NBA,2008/09,2009/10,FC Barcelona,MIL,0,22
1181,NBA_to_EL,NBA,EuroLeague,2010/11,2011/12,MIL,Anadolu Efes Istanbul,0,24
