player_id,direction,gap,origin_league,origin_year,age,position,height_cm,included_100,fga_min_side,games_played,minutes_per_game,fga_per_game,efg_pct,three_pt_pct,points_per_game,turnovers_per_game,ft_attempts_total,fga_total,prior_fga_per_game,prior_efg_pct,prior_three_pt_pct,prior_minutes_per_game,has_prior_season
1892,NBA_to_EL,0,NBA,2023,36,Center,224.0,False,0,14.0,5.07,2.43,0.5294,0.0,3.21,0.36,14.0,34.0,1.94,0.6833,0.0,5.52,True
1894,NBA_to_EL,1,NBA,2008,26,Forward,206.0,False,0,24.0,12.54,4.08,0.4031,100.0,3.88,1.08,20.0,98.0,,,,,False
1894,NBA_to_EL,0,NBA,2009,26,Forward,206.0,False,0,37.0,8.95,3.0,0.4595,0.0,3.32,0.51,32.0,111.0,4.08,0.4031,100.0,12.54,True
1898,NBA_to_EL,1,NBA,2008,31,Guard,191.0,False,0,80.0,24.69,9.94,0.5013,36.0,12.18,1.6,233.0,795.0,7.32,0.4317,22.2,18.26,True
1898,NBA_to_EL,0,NBA,2009,31,Guard,191.0,False,0,46.0,21.59,8.93,0.4392,31.3,9.87,1.41,131.0,411.0,9.94,0.5013,36.0,24.69,True
1901,NBA_to_EL,1,NBA,2008,34,Center,212.0,False,0,70.0,17.34,6.24,0.5126,0.0,6.76,0.9,32.0,437.0,6.58,0.5514,33.3,20.93,True
1901,NBA_to_EL,0,NBA,2009,34,Center,212.0,False,0,42.0,9.83,3.55,0.5436,0.0,3.88,0.38,5.0,149.0,6.24,0.5126,0.0,17.34,True
1906,NBA_to_EL,1,NBA,2008,25,Forward,212.0,False,0,32.0,8.66,3.16,0.4554,32.6,3.62,0.31,29.0,101.0,3.57,0.42,28.3,9.14,True
1906,NBA_to_EL,0,NBA,2009,25,Forward,212.0,False,0,44.0,10.16,4.27,0.4468,26.9,4.48,0.73,32.0,188.0,3.16,0.4554,32.6,8.66,True
1908,EL_to_NBA,1,EuroLeague,2011,25,Center,213.0,False,0,10.0,,,0.3846,,,,34.0,39.0,,1.0,,,True
1908,NBA_to_EL,1,NBA,2013,27,Center,213.0,False,0,48.0,9.69,2.62,0.5397,0.0,3.77,0.58,55.0,126.0,,,,,False
1908,NBA_to_EL,0,NBA,2014,27,Center,213.0,False,0,5.0,4.6,1.6,0.375,0.0,1.6,0.4,2.0,8.0,2.62,0.5397,0.0,9.69,True
1910,NBA_to_EL,1,NBA,2008,26,Forward,201.0,False,0,12.0,7.75,4.08,0.3469,35.3,3.08,0.25,6.0,49.0,2.0,0.0,0.0,5.0,True
1923,EL_to_NBA,1,EuroLeague,2010,20,Center,210.0,False,0,15.0,15.4311,4.3,0.7077,,7.7,1.4,26.0,65.0,,,,,False
1928,NBA_to_EL,0,NBA,2009,31,Guard,179.0,False,0,4.0,14.75,3.0,0.5833,66.7,4.0,1.0,4.0,12.0,,,,,False
1933,EL_to_NBA,0,EuroLeague,2013,23,Forward,207.0,False,0,22.0,17.4439,3.5,0.6538,,5.4,0.8,33.0,78.0,,,,,False
1933,NBA_to_EL,0,NBA,2014,24,Forward,207.0,False,0,41.0,13.17,1.9,0.5128,0.0,2.27,0.41,27.0,78.0,,,,,False
1939,EL_to_NBA,1,EuroLeague,2014,24,Forward,210.0,False,0,22.0,21.7841,9.8,0.4977,35.46,11.0,1.1,34.0,215.0,,0.5435,43.48,,True
1939,EL_to_NBA,0,EuroLeague,2015,24,Forward,210.0,False,0,15.0,,,0.7071,47.37,,,21.0,70.0,9.8,0.4977,35.46,21.7841,True
1939,NBA_to_EL,1,NBA,2023,33,Forward,210.0,False,0,15.0,6.07,1.73,0.5769,41.7,2.93,0.07,15.0,26.0,3.56,0.6031,39.0,10.93,True
1943,NBA_to_EL,1,NBA,2009,33,Guard,196.0,False,0,39.0,24.79,8.33,0.4769,36.7,9.72,1.46,86.0,325.0,4.97,0.3994,28.9,13.79,True
1949,NBA_to_EL,0,NBA,2010,25,Guard,188.0,False,0,73.0,24.6,8.92,0.4754,35.9,9.6,1.9,100.0,651.0,6.28,0.5184,37.6,17.98,True
1949,NBA_to_EL,0,NBA,2011,26,Guard,188.0,False,0,39.0,21.31,8.08,0.554,44.0,10.41,1.74,63.0,315.0,8.92,0.4754,35.9,24.6,True
1949,EL_to_NBA,1,EuroLeague,2011,27,Guard,188.0,False,0,7.0,,,0.5473,41.18,,,23.0,74.0,,,,,False
1949,EL_to_NBA,0,EuroLeague,2012,27,Guard,188.0,False,0,29.0,29.8897,11.0,0.5189,39.67,13.8,2.6,80.0,318.0,,0.5473,41.18,,True
1949,NBA_to_EL,0,NBA,2014,29,Guard,188.0,False,0,36.0,14.69,4.39,0.4968,36.1,4.64,0.89,11.0,158.0,8.88,0.511,43.8,22.24,True
1949,EL_to_NBA,0,EuroLeague,2015,30,Guard,188.0,False,0,8.0,,,0.5484,38.89,,,6.0,62.0,,,,,False
1953,NBA_to_EL,0,NBA,2010,24,Forward,198.0,False,0,5.0,3.6,0.6,0.3333,0.0,0.4,0.6,0.0,3.0,5.36,0.5339,77.8,16.55,True
1953,EL_to_NBA,0,EuroLeague,2011,25,Forward,198.0,False,0,3.0,,,0.5,57.14,,,6.0,28.0,,,,,False
1959,NBA_to_EL,0,NBA,2010,24,Guard,198.0,False,0,8.0,11.5,4.38,0.5857,36.8,5.12,0.62,0.0,35.0,1.95,0.4615,27.3,5.75,True
1959,EL_to_NBA,0,EuroLeague,2011,25,Guard,198.0,False,0,7.0,,,0.44,25.0,,,16.0,75.0,,,,,False
1968,NBA_to_EL,1,NBA,2009,30,Forward,206.0,False,0,58.0,28.98,8.31,0.5332,29.2,11.86,1.36,234.0,482.0,8.51,0.4667,27.4,27.33,True
1968,NBA_to_EL,0,NBA,2010,30,Forward,206.0,False,0,64.0,31.23,8.47,0.5,36.7,11.72,1.83,270.0,542.0,8.31,0.5332,29.2,28.98,True
1968,EL_to_NBA,0,EuroLeague,2011,31,Forward,206.0,False,0,17.0,29.9147,7.9,0.6074,41.67,14.1,1.5,99.0,135.0,,,,,False
1968,NBA_to_EL,0,NBA,2013,33,Forward,206.0,False,0,45.0,19.04,3.56,0.5156,20.0,5.02,1.2,119.0,160.0,8.75,0.5384,29.2,31.78,True
1973,NBA_to_EL,1,NBA,2009,26,Guard,190.0,False,0,5.0,13.2,2.8,0.6786,33.3,6.2,0.4,15.0,14.0,2.53,0.4065,31.0,10.18,True
1973,NBA_to_EL,0,NBA,2010,26,Guard,190.0,False,0,11.0,8.55,1.73,0.1579,0.0,1.09,0.91,10.0,19.0,2.8,0.6786,33.3,13.2,True
1974,NBA_to_EL,0,NBA,2010,24,Guard,180.0,False,0,80.0,26.29,8.6,0.5531,40.4,11.66,1.71,225.0,688.0,6.0,0.559,41.0,20.28,True
1974,EL_to_NBA,0,EuroLeague,2011,25,Guard,180.0,False,0,7.0,,,0.4643,37.5,,,21.0,42.0,,,,,False
1999,EL_to_NBA,1,EuroLeague,2014,22,Forward,207.0,False,0,27.0,24.3864,7.8,0.4786,30.65,9.9,1.9,92.0,210.0,,,,,False
1999,EL_to_NBA,0,EuroLeague,2015,22,Forward,207.0,False,0,24.0,22.4458,8.6,0.5704,40.28,11.7,1.5,49.0,206.0,7.8,0.4786,30.65,24.3864,True
2003,NBA_to_EL,0,NBA,2010,27,Forward,199.0,False,0,79.0,25.94,4.22,0.5135,27.5,5.08,0.7,79.0,333.0,5.38,0.4864,31.3,28.63,True
2003,EL_to_NBA,0,EuroLeague,2011,28,Forward,199.0,False,0,7.0,,,0.598,50.0,,,30.0,51.0,,,,,False
2006,EL_to_NBA,0,EuroLeague,2011,24,Forward,203.0,False,0,8.0,,,0.5093,38.46,,,16.0,54.0,,,,,False
2022,NBA_to_EL,0,NBA,2010,25,Guard,196.0,False,0,80.0,20.32,7.15,0.5577,42.3,9.22,0.71,134.0,572.0,11.79,0.553,35.9,32.58,True
2022,EL_to_NBA,0,EuroLeague,2011,26,Guard,196.0,False,0,3.0,,,0.5,,,,0.0,16.0,,,,,False
2029,NBA_to_EL,1,NBA,2010,28,Center,208.0,False,0,41.0,10.05,1.56,0.4922,33.3,1.88,0.61,23.0,64.0,2.78,0.38,0.0,13.28,True
2029,EL_to_NBA,0,EuroLeague,2012,29,Center,208.0,False,0,6.0,,,0.4286,,,,2.0,7.0,,,,,False
2031,NBA_to_EL,1,NBA,2010,31,Guard,188.0,False,0,3.0,7.33,0.67,0.0,0.0,2.0,0.67,8.0,2.0,3.32,0.5822,29.2,11.09,True
2033,EL_to_NBA,1,EuroLeague,2015,25,Guard,197.0,False,0,28.0,27.6494,9.6,0.5037,37.04,11.7,1.5,69.0,270.0,9.1,0.4868,35.77,28.3253,True
2033,EL_to_NBA,0,EuroLeague,2016,25,Guard,197.0,False,0,22.0,27.9477,9.9,0.6065,42.99,14.6,2.4,69.0,216.0,9.6,0.5037,37.04,27.6494,True
2039,EL_to_NBA,1,EuroLeague,2012,20,Forward,208.0,False,0,7.0,,,0.6364,,,,2.0,11.0,,,,,False
2043,EL_to_NBA,0,EuroLeague,2012,27,Guard,196.0,False,0,13.0,,,0.6552,55.56,,,11.0,58.0,,,,,False
2061,EL_to_NBA,1,EuroLeague,2013,20,Forward,206.0,False,0,14.0,,,0.4762,25.0,,,4.0,21.0,,0.3333,,,True
2061,EL_to_NBA,0,EuroLeague,2014,20,Forward,206.0,False,0,22.0,16.5409,6.0,0.572,38.16,7.7,1.0,24.0,132.0,,0.4762,25.0,,True
2061,NBA_to_EL,1,NBA,2018,25,Forward,206.0,False,0,58.0,20.79,8.0,0.4569,27.6,8.81,1.52,114.0,464.0,8.23,0.5154,33.7,22.09,True
2061,NBA_to_EL,0,NBA,2019,25,Forward,206.0,False,0,53.0,16.43,4.11,0.4771,30.8,4.83,0.79,59.0,218.0,8.0,0.4569,27.6,20.79,True
2067,NBA_to_EL,1,NBA,2010,31,Forward,201.0,False,0,24.0,4.67,1.17,0.2679,12.5,0.67,0.08,2.0,28.0,5.28,0.5233,36.8,17.12,True
2067,NBA_to_EL,0,NBA,2011,31,Forward,201.0,False,0,27.0,9.96,2.04,0.4545,29.6,2.0,0.22,4.0,55.0,1.17,0.2679,12.5,4.67,True
2081,EL_to_NBA,1,EuroLeague,2012,20,Center,212.0,False,0,6.0,,,0.6875,100.0,,,2.0,8.0,,,,,False
2087,NBA_to_EL,1,NBA,2010,29,Forward,206.0,False,0,54.0,12.09,3.85,0.4519,0.0,4.15,0.98,45.0,208.0,3.08,0.384,43.8,9.22,True
2087,EL_to_NBA,0,EuroLeague,2012,30,Forward,206.0,False,0,25.0,12.8047,4.0,0.555,50.0,5.1,0.8,22.0,100.0,,,,,False
2106,NBA_to_EL,1,NBA,2010,29,Center,206.0,False,0,42.0,16.98,4.31,0.453,0.0,4.71,0.88,46.0,181.0,2.24,0.5207,0.0,11.06,True
2106,NBA_to_EL,0,NBA,2011,29,Center,206.0,False,0,58.0,22.0,3.47,0.4776,0.0,4.62,1.14,104.0,201.0,4.31,0.453,0.0,16.98,True
2113,NBA_to_EL,1,NBA,2011,29,Guard,188.0,False,0,4.0,7.5,3.5,0.3571,22.2,2.5,1.25,0.0,14.0,,,,,False
2125,NBA_to_EL,1,NBA,2011,26,Forward,208.0,False,0,14.0,6.29,2.36,0.3182,33.3,1.57,0.29,2.0,33.0,5.33,0.25,0.0,11.0,True
2134,NBA_to_EL,1,NBA,2011,26,Guard,193.0,False,0,57.0,17.35,5.19,0.5017,34.6,5.46,0.28,22.0,296.0,4.21,0.616,42.2,13.91,True
2134,NBA_to_EL,0,NBA,2012,26,Guard,193.0,False,0,16.0,10.31,3.69,0.4492,36.7,3.44,0.38,3.0,59.0,5.19,0.5017,34.6,17.35,True
2148,NBA_to_EL,0,NBA,2012,25,Guard,198.0,False,0,41.0,9.93,2.73,0.4375,28.0,2.9,0.46,29.0,112.0,,,,,False
2178,EL_to_NBA,1,EuroLeague,2013,29,Center,217.0,False,0,26.0,10.1205,2.4,0.619,66.67,3.5,0.4,22.0,63.0,,,,,False
2178,EL_to_NBA,0,EuroLeague,2014,29,Center,217.0,False,0,9.0,,,0.6,,,,21.0,25.0,2.4,0.619,66.67,10.1205,True
2178,NBA_to_EL,1,NBA,2017,33,Center,217.0,False,0,61.0,11.95,2.25,0.6423,0.0,3.51,0.64,66.0,137.0,1.88,0.646,33.3,12.4,True
2178,NBA_to_EL,0,NBA,2018,33,Center,217.0,False,0,36.0,11.08,3.11,0.5402,32.4,3.92,0.58,32.0,112.0,2.25,0.6423,0.0,11.95,True
2179,NBA_to_EL,1,NBA,2011,33,Forward,203.0,False,0,8.0,15.38,3.0,0.3333,20.0,2.25,1.0,2.0,24.0,4.72,0.4735,28.4,19.1,True
2184,NBA_to_EL,1,NBA,2011,34,Forward,208.0,False,0,50.0,20.54,6.98,0.3926,25.2,6.64,1.04,98.0,349.0,10.89,0.5677,38.2,32.18,True
2184,NBA_to_EL,0,NBA,2012,34,Forward,208.0,False,0,82.0,19.71,4.46,0.4235,20.0,4.02,1.05,42.0,366.0,6.98,0.3926,25.2,20.54,True
2187,EL_to_NBA,1,EuroLeague,2015,22,Forward,204.0,False,0,23.0,19.9717,6.2,0.535,38.03,7.9,0.8,38.0,143.0,5.5,0.4636,30.3,19.3142,True
2187,EL_to_NBA,0,EuroLeague,2016,22,Forward,204.0,False,0,35.0,18.5524,6.1,0.493,33.96,7.1,0.5,47.0,215.0,6.2,0.535,38.03,19.9717,True
2187,NBA_to_EL,1,NBA,2022,29,Forward,204.0,False,0,77.0,20.1,6.88,0.5604,37.2,8.69,0.68,108.0,530.0,8.67,0.5437,35.7,22.15,True
2187,NBA_to_EL,0,NBA,2023,29,Forward,204.0,False,0,72.0,17.62,5.33,0.5911,38.9,6.79,0.65,52.0,384.0,6.88,0.5604,37.2,20.1,True
2201,EL_to_NBA,0,EuroLeague,2020,35,Forward,213.0,False,0,23.0,18.6312,4.1,0.5691,45.76,5.3,0.4,21.0,94.0,,,,,False
2201,EL_to_NBA,0,EuroLeague,2021,36,Forward,213.0,False,0,14.0,,,0.5357,38.1,,,2.0,28.0,4.1,0.5691,45.76,18.6312,True
2230,NBA_to_EL,1,NBA,2012,25,Guard,196.0,False,0,73.0,12.49,4.59,0.4851,27.3,5.4,0.95,94.0,335.0,11.43,0.4648,31.3,29.43,True
2230,NBA_to_EL,0,NBA,2013,25,Guard,196.0,False,0,10.0,7.3,2.4,0.4167,50.0,3.1,0.7,14.0,24.0,4.59,0.4851,27.3,12.49,True
2232,NBA_to_EL,0,NBA,2013,25,Guard,191.0,False,0,14.0,10.43,3.43,0.3646,29.4,3.07,0.71,9.0,48.0,,,,,False
2232,NBA_to_EL,1,NBA,2017,30,Guard,191.0,False,0,29.0,14.72,6.83,0.452,33.3,7.41,1.34,41.0,198.0,,,,,False
2251,NBA_to_EL,0,NBA,2013,32,Forward,201.0,False,0,5.0,6.8,1.6,0.375,0.0,1.2,0.2,0.0,8.0,,,,,False
2255,NBA_to_EL,1,NBA,2012,27,Guard,190.0,False,0,28.0,7.14,1.61,0.4,26.1,2.04,0.64,27.0,45.0,,,,,False
2266,EL_to_NBA,1,EuroLeague,2015,20,Guard,202.0,False,0,19.0,8.82632,2.5,0.5109,42.31,2.7,0.4,7.0,46.0,2.6,0.5306,41.38,10.7404,True
2266,EL_to_NBA,0,EuroLeague,2016,20,Guard,202.0,False,0,2.0,,,0.2,,,,0.0,5.0,2.5,0.5109,42.31,8.82632,True
2266,NBA_to_EL,1,NBA,2022,27,Guard,202.0,False,0,37.0,9.54,3.0,0.5135,39.1,3.78,0.65,36.0,111.0,7.01,0.4691,28.9,21.1,True
2266,NBA_to_EL,0,NBA,2023,27,Guard,202.0,False,0,35.0,8.57,2.17,0.4868,35.0,2.51,0.29,20.0,76.0,3.0,0.5135,39.1,9.54,True
2292,EL_to_NBA,1,EuroLeague,2014,25,Guard,201.0,False,0,27.0,19.2247,5.0,0.5373,39.13,7.2,1.0,60.0,134.0,,,,,False
2292,EL_to_NBA,0,EuroLeague,2015,25,Guard,201.0,False,0,29.0,24.4713,6.8,0.5606,36.62,9.0,1.6,53.0,198.0,5.0,0.5373,39.13,19.2247,True
2292,NBA_to_EL,1,NBA,2020,31,Guard,201.0,False,0,58.0,22.53,5.67,0.5775,35.6,7.71,1.66,79.0,329.0,8.48,0.4882,32.2,28.89,True
2292,NBA_to_EL,0,NBA,2021,31,Guard,201.0,False,0,32.0,15.03,3.34,0.3224,16.1,2.75,0.72,25.0,107.0,5.67,0.5775,35.6,22.53,True
2296,NBA_to_EL,1,NBA,2012,26,Guard,188.0,False,0,40.0,7.2,2.85,0.3947,21.4,2.75,0.72,28.0,114.0,4.09,0.4083,28.9,12.3,True
2298,NBA_to_EL,0,NBA,2013,24,Forward,202.0,False,0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,False
2314,NBA_to_EL,0,NBA,2013,26,Forward,203.0,False,0,8.0,15.75,4.38,0.6,0.0,6.0,0.62,15.0,35.0,,,,,False
2325,NBA_to_EL,0,NBA,2014,26,Guard,196.0,False,0,5.0,8.4,2.6,0.6538,71.4,3.6,0.8,2.0,13.0,5.03,0.4703,29.6,17.27,True
2327,NBA_to_EL,0,NBA,2014,24,Forward,206.0,False,0,16.0,5.44,1.38,0.4091,0.0,1.69,0.19,21.0,22.0,,,,,False
2327,EL_to_NBA,1,EuroLeague,2015,26,Forward,206.0,False,0,14.0,,,0.6,,,,44.0,50.0,,,,,False
2336,EL_to_NBA,0,EuroLeague,2015,19,Forward,211.0,False,0,7.0,,,0.3889,25.0,,,2.0,18.0,,,,,False
2336,NBA_to_EL,1,NBA,2018,23,Forward,211.0,False,0,46.0,17.96,4.28,0.5025,21.8,5.0,0.8,54.0,197.0,5.9,0.5083,36.6,25.23,True
2336,NBA_to_EL,0,NBA,2019,23,Forward,211.0,False,0,7.0,13.0,3.0,0.5714,44.4,3.71,0.71,3.0,21.0,4.28,0.5025,21.8,17.96,True
2355,NBA_to_EL,1,NBA,2013,28,Center,213.0,False,0,20.0,2.95,0.75,0.5333,0.0,1.0,0.3,8.0,15.0,1.84,0.7174,0.0,8.96,True
2361,NBA_to_EL,1,NBA,2013,25,Forward,203.0,False,0,45.0,16.07,3.69,0.5151,32.5,4.44,0.49,36.0,166.0,2.08,0.5093,39.3,13.35,True
2361,NBA_to_EL,0,NBA,2014,25,Forward,203.0,False,0,5.0,8.6,1.4,0.1429,0.0,0.4,0.2,0.0,7.0,3.69,0.5151,32.5,16.07,True
2361,EL_to_NBA,1,EuroLeague,2015,27,Forward,203.0,False,0,24.0,24.8049,7.2,0.5603,40.26,9.4,1.3,33.0,174.0,,,,,False
2361,EL_to_NBA,0,EuroLeague,2016,27,Forward,203.0,False,0,30.0,27.1389,9.2,0.5719,41.06,12.2,1.5,54.0,278.0,7.2,0.5603,40.26,24.8049,True
2364,NBA_to_EL,1,NBA,2018,21,Guard,206.0,False,0,9.0,4.33,2.44,0.4318,10.0,2.11,0.44,2.0,22.0,,,,,False
2364,NBA_to_EL,0,NBA,2019,21,Guard,206.0,False,0,40.0,12.18,4.3,0.4273,24.4,4.8,0.9,60.0,172.0,2.44,0.4318,10.0,4.33,True
2369,NBA_to_EL,1,NBA,2013,28,Center,206.0,False,0,3.0,8.33,1.33,0.25,0.0,1.0,0.33,2.0,4.0,,,,,False
2369,NBA_to_EL,0,NBA,2014,28,Center,206.0,False,0,6.0,11.33,2.33,0.8571,0.0,4.5,0.33,8.0,14.0,1.33,0.25,0.0,8.33,True
2369,EL_to_NBA,0,EuroLeague,2015,29,Center,206.0,False,0,10.0,,,0.4375,,,,16.0,32.0,,,,,False
2371,EL_to_NBA,0,EuroLeague,2015,19,Center,220.0,False,0,6.0,,,0.3077,,,,2.0,13.0,,,,,False
2371,NBA_to_EL,1,NBA,2016,21,Center,220.0,False,0,22.0,16.14,4.64,0.549,0.0,5.64,1.09,14.0,102.0,,,,,False
2371,NBA_to_EL,0,NBA,2017,21,Center,220.0,False,0,16.0,7.38,2.56,0.4146,0.0,2.12,0.5,0.0,41.0,4.64,0.549,0.0,16.14,True
2380,EL_to_NBA,1,EuroLeague,2015,25,Center,204.0,False,0,24.0,19.5653,6.4,0.5817,38.89,9.2,1.0,55.0,153.0,,,,,False
2380,EL_to_NBA,0,EuroLeague,2016,25,Center,204.0,False,0,30.0,19.7411,6.5,0.6392,41.03,9.6,1.1,55.0,194.0,6.4,0.5817,38.89,19.5653,True
2380,NBA_to_EL,0,NBA,2023,32,Center,204.0,False,0,1.0,8.0,4.0,0.25,0.0,2.0,0.0,0.0,4.0,6.29,0.5,18.2,15.57,True
2380,NBA_to_EL,0,NBA,2024,33,Center,204.0,False,0,38.0,16.34,3.39,0.5078,24.3,4.26,0.66,37.0,129.0,4.0,0.25,0.0,8.0,True
2386,NBA_to_EL,1,NBA,2013,27,Center,206.0,False,0,23.0,14.65,2.61,0.6,0.0,4.3,0.43,52.0,60.0,0.8,0.5,0.0,3.6,True
2399,NBA_to_EL,0,NBA,2015,23,Forward,203.0,False,0,19.0,4.42,1.42,0.3519,21.4,1.47,0.21,10.0,27.0,5.21,0.4327,30.4,15.68,True
2435,EL_to_NBA,1,EuroLeague,2018,19,Guard,213.0,False,0,2.0,,,,,,,2.0,3.0,,,,,False
2435,EL_to_NBA,0,EuroLeague,2019,19,Guard,213.0,False,0,1.0,,,,,,,0.0,1.0,,,,,True
2435,NBA_to_EL,1,NBA,2022,23,Guard,213.0,False,0,34.0,20.62,7.32,0.51,36.5,8.12,1.26,35.0,249.0,7.48,0.4704,28.9,20.21,True
2435,NBA_to_EL,0,NBA,2023,23,Guard,213.0,False,0,10.0,6.0,1.6,0.3125,18.2,1.2,0.3,4.0,16.0,7.32,0.51,36.5,20.62,True
2438,EL_to_NBA,0,EuroLeague,2018,20,Center,212.0,False,0,13.0,,,0.5753,31.25,,,70.0,93.0,,,,,False
2442,NBA_to_EL,1,NBA,2016,24,Forward,204.0,False,0,12.0,4.42,1.33,0.5938,25.0,1.83,0.17,6.0,16.0,,,,,False
2442,NBA_to_EL,0,NBA,2017,24,Forward,204.0,False,0,6.0,6.33,1.0,0.5,0.0,1.5,0.33,6.0,6.0,1.33,0.5938,25.0,4.42,True
2470,EL_to_NBA,0,EuroLeague,2018,24,Center,216.0,False,0,22.0,16.8705,6.0,0.4886,14.29,7.2,0.6,52.0,132.0,,,,,False
2472,EL_to_NBA,1,EuroLeague,2018,19,Guard,205.0,False,0,8.0,,,0.537,50.0,,,2.0,27.0,,,,,False
2472,EL_to_NBA,0,EuroLeague,2019,19,Guard,205.0,False,0,26.0,14.2846,3.6,0.5053,27.66,4.0,0.7,18.0,94.0,,0.537,50.0,,True
2511,NBA_to_EL,1,NBA,2017,24,Forward,201.0,False,0,33.0,7.12,1.85,0.5246,32.4,2.39,0.36,22.0,61.0,,,,,False
2511,NBA_to_EL,0,NBA,2018,24,Forward,201.0,False,0,41.0,6.12,1.88,0.513,32.1,2.29,0.37,22.0,77.0,1.85,0.5246,32.4,7.12,True
2511,EL_to_NBA,1,EuroLeague,2022,29,Forward,201.0,False,0,29.0,23.7937,6.7,0.5918,42.11,9.7,1.0,69.0,196.0,8.8,0.5852,40.15,27.594,True
2511,EL_to_NBA,0,EuroLeague,2023,29,Forward,201.0,False,0,27.0,23.5895,6.2,0.6696,46.05,10.5,0.9,68.0,168.0,6.7,0.5918,42.11,23.7937,True
2530,NBA_to_EL,1,NBA,2017,29,Center,211.0,False,0,39.0,10.74,3.08,0.6708,50.0,4.95,0.49,55.0,120.0,4.01,0.5702,25.0,14.52,True
2580,EL_to_NBA,0,EuroLeague,2019,19,Guard,193.0,False,0,22.0,17.6833,5.7,0.528,36.73,7.4,1.9,45.0,125.0,,,,,False
2580,NBA_to_EL,1,NBA,2022,23,Guard,193.0,False,0,44.0,19.41,5.77,0.4567,29.5,6.7,1.34,74.0,254.0,6.22,0.4448,29.3,17.8,True
2580,NBA_to_EL,0,NBA,2023,23,Guard,193.0,False,0,13.0,15.38,5.08,0.3258,16.7,4.15,1.15,12.0,66.0,5.77,0.4567,29.5,19.41,True
2616,EL_to_NBA,0,EuroLeague,2020,27,Guard,193.0,False,0,15.0,,,0.6667,43.64,,,24.0,117.0,,,,,False
2616,NBA_to_EL,0,NBA,2021,28,Guard,193.0,False,0,4.0,11.0,4.75,0.3421,37.5,3.25,0.75,0.0,19.0,,,,,False
2669,EL_to_NBA,1,EuroLeague,2023,20,Guard,198.0,False,0,2.0,,,0.375,,,,1.0,8.0,,,,,True
2678,EL_to_NBA,1,EuroLeague,2022,19,Forward,206.0,False,0,18.0,,,0.5851,38.89,,,5.0,47.0,,0.75,100.0,,True
2746,NBA_to_EL,1,NBA,2019,26,Guard,196.0,False,0,4.0,7.0,3.0,0.3333,33.3,2.75,0.75,4.0,12.0,,,,,False
2780,NBA_to_EL,1,NBA,2020,23,Guard,201.0,False,0,4.0,1.75,0.25,0.0,0.0,0.5,0.25,2.0,1.0,2.44,0.2955,11.1,5.89,True
2780,NBA_to_EL,0,NBA,2021,23,Guard,201.0,False,0,42.0,12.76,4.48,0.5027,31.0,5.0,0.4,32.0,188.0,0.25,0.0,0.0,1.75,True
2797,NBA_to_EL,1,NBA,2020,22,Forward,206.0,False,0,15.0,5.6,1.8,0.4815,40.0,1.87,0.33,6.0,27.0,2.86,0.5375,23.1,9.93,True
2815,NBA_to_EL,0,NBA,2021,23,Forward,197.0,False,0,12.0,5.92,1.33,0.4062,33.3,1.08,0.08,2.0,16.0,,,,,False
2842,EL_to_NBA,1,EuroLeague,2023,19,Guard,193.0,False,0,1.0,,,1.0,,,,0.0,1.0,,,,,False
2904,NBA_to_EL,1,NBA,2022,24,Center,208.0,False,0,7.0,23.0,8.14,0.5263,25.8,9.86,1.43,13.0,57.0,,,,,False
2904,NBA_to_EL,0,NBA,2023,24,Center,208.0,False,0,43.0,9.4,3.67,0.4209,20.3,4.12,0.65,56.0,158.0,8.14,0.5263,25.8,23.0,True
2956,NBA_to_EL,1,NBA,2022,31,Forward,193.0,False,0,5.0,24.0,7.2,0.4583,30.0,8.8,1.2,15.0,36.0,3.0,0.3333,0.0,11.5,True
2956,NBA_to_EL,0,NBA,2023,31,Forward,193.0,False,0,3.0,2.0,0.67,0.5,0.0,0.67,0.0,0.0,2.0,7.2,0.4583,30.0,24.0,True
2983,NBA_to_EL,0,NBA,2024,31,Guard,191.0,False,0,72.0,15.14,6.19,0.5056,36.3,6.94,0.72,54.0,446.0,4.72,0.5721,39.7,14.94,True
2985,NBA_to_EL,1,NBA,2023,28,Center,198.0,False,0,43.0,9.14,3.88,0.524,28.3,4.81,0.49,49.0,167.0,4.09,0.5106,25.8,11.83,True
2995,NBA_to_EL,1,NBA,2023,28,Guard,192.0,False,0,4.0,16.75,5.25,0.4762,25.0,5.0,0.25,0.0,21.0,1.2,0.25,20.0,5.6,True
3019,NBA_to_EL,1,NBA,2023,30,Forward,206.0,False,0,58.0,19.97,5.53,0.5763,38.4,7.22,0.66,70.0,321.0,5.51,0.565,36.3,16.85,True
3019,NBA_to_EL,0,NBA,2024,30,Forward,206.0,False,0,69.0,19.57,5.42,0.5281,34.0,6.54,0.57,80.0,374.0,5.53,0.5763,38.4,19.97,True
3035,NBA_to_EL,1,NBA,2023,27,Forward,196.0,False,0,2.0,2.5,1.0,0.5,0.0,1.0,0.5,0.0,2.0,6.7,0.58,23.8,17.79,True
3042,NBA_to_EL,1,NBA,2023,28,Center,210.0,False,0,3.0,5.33,1.67,0.8,0.0,4.0,0.0,6.0,5.0,2.27,0.55,33.3,8.0,True
3046,NBA_to_EL,0,NBA,2024,28,Forward,203.0,False,0,13.0,10.46,2.0,0.4615,26.7,1.85,0.85,0.0,26.0,,,,,False
