player_id,direction,gap,origin_league,origin_year,age,position,height_cm,included_100,fga_min_side,games_played,minutes_per_game,fga_per_game,efg_pct,three_pt_pct,points_per_game,turnovers_per_game,ft_attempts_total,fga_total,prior_fga_per_game,prior_efg_pct,prior_three_pt_pct,prior_minutes_per_game,has_prior_season
1181,EL_to_NBA,0,EuroLeague,2011,25,Forward,207.0,False,0,8.0,,,0.5357,35.29,,,27.0,56.0,,,,,False
1194,EL_to_NBA,0,EuroLeague,2004,18,Forward,206.0,False,0,1.0,,,,,,,0.0,0.0,,,,,False
1221,NBA_to_EL,1,NBA,2002,26,Forward,197.0,False,0,12.0,8.17,3.17,0.3947,28.6,3.58,0.58,15.0,38.0,3.65,0.369,23.1,7.74,True
1234,NBA_to_EL,1,NBA,2002,29,Guard,193.0,False,0,3.0,4.33,1.33,0.25,0.0,1.67,0.33,4.0,4.0,7.13,0.4661,26.7,19.05,True
1234,EL_to_NBA,0,EuroLeague,2004,30,Guard,193.0,False,0,20.0,34.5125,16.4,0.5427,38.67,20.6,2.1,74.0,328.0,,,,,False
1234,NBA_to_EL,1,NBA,2005,32,Guard,193.0,False,0,21.0,9.9,3.38,0.5282,40.5,3.81,0.19,8.0,71.0,,,,,False
1246,NBA_to_EL,0,NBA,2004,25,Guard,178.0,False,0,36.0,12.03,3.47,0.384,24.5,3.08,0.67,24.0,125.0,,,,,False
1247,EL_to_NBA,0,EuroLeague,2005,24,Forward,201.0,False,0,5.0,,,0.52,22.22,,,8.0,25.0,,,,,False
1258,NBA_to_EL,0,NBA,2004,26,Guard,185.0,False,0,4.0,4.5,0.25,0.0,0.0,0.0,0.25,0.0,1.0,,,,,False
1260,NBA_to_EL,1,NBA,2003,25,Forward,201.0,False,0,36.0,11.25,3.22,0.4569,0.0,3.47,0.61,43.0,116.0,,,,,False
1260,NBA_to_EL,0,NBA,2004,25,Forward,201.0,False,0,31.0,7.16,2.35,0.5068,0.0,3.06,0.71,39.0,73.0,3.22,0.4569,0.0,11.25,True
1274,NBA_to_EL,1,NBA,2003,25,Center,208.0,False,0,2.0,2.5,1.5,0.3333,0.0,1.0,0.0,0.0,3.0,,,,,False
1295,NBA_to_EL,1,NBA,2003,30,Center,213.0,False,0,61.0,15.61,6.21,0.4077,30.6,6.26,0.79,86.0,379.0,9.62,0.4309,35.3,24.2,True
1295,NBA_to_EL,0,NBA,2004,30,Center,213.0,False,0,71.0,20.2,7.65,0.4613,35.2,8.41,1.1,120.0,543.0,6.21,0.4077,30.6,15.61,True
1300,EL_to_NBA,0,EuroLeague,2007,20,Forward,208.0,False,0,11.0,,,0.479,31.82,,,64.0,119.0,,,,,False
1300,NBA_to_EL,0,NBA,2010,23,Forward,208.0,False,0,48.0,34.81,10.6,0.4961,34.7,15.92,1.21,290.0,509.0,11.44,0.5232,38.1,33.91,True
1300,EL_to_NBA,0,EuroLeague,2011,24,Forward,208.0,False,0,7.0,,,0.4688,26.67,,,73.0,64.0,,,,,False
1311,NBA_to_EL,1,NBA,2003,25,Forward,207.0,False,0,31.0,8.45,2.39,0.4932,50.0,3.0,0.29,28.0,74.0,3.92,0.4412,25.0,11.31,True
1311,NBA_to_EL,0,NBA,2004,25,Forward,207.0,False,0,9.0,11.67,4.22,0.3421,0.0,3.56,0.67,11.0,38.0,2.39,0.4932,50.0,8.45,True
1311,EL_to_NBA,1,EuroLeague,2007,29,Forward,207.0,False,0,15.0,25.3389,10.6,0.5346,35.9,13.7,1.6,44.0,159.0,10.0,0.5693,37.65,27.7625,True
1311,EL_to_NBA,0,EuroLeague,2008,29,Forward,207.0,False,0,14.0,27.4417,9.2,0.4414,24.53,11.2,1.4,54.0,128.0,10.6,0.5346,35.9,25.3389,True
1311,NBA_to_EL,0,NBA,2009,30,Forward,207.0,False,0,10.0,4.4,2.1,0.5476,60.0,2.5,0.3,5.0,21.0,,,,,False
1313,EL_to_NBA,1,EuroLeague,2011,33,Guard,190.0,False,0,10.0,,,0.6091,40.74,,,7.0,55.0,,0.4167,15.38,,True
1317,NBA_to_EL,1,NBA,2003,24,Forward,198.0,False,0,78.0,23.44,4.62,0.5208,41.7,5.97,0.87,111.0,360.0,4.54,0.4526,31.5,15.93,True
1317,NBA_to_EL,0,NBA,2004,24,Forward,198.0,False,0,40.0,19.23,3.92,0.5223,38.2,5.3,0.68,62.0,157.0,4.62,0.5208,41.7,23.44,True
1317,EL_to_NBA,1,EuroLeague,2005,26,Forward,198.0,False,0,25.0,25.13,6.2,0.6226,44.57,9.0,1.2,43.0,155.0,,,,,False
1317,NBA_to_EL,0,NBA,2007,27,Forward,198.0,False,0,53.0,10.32,2.17,0.4087,22.2,2.02,0.3,17.0,115.0,,,,,False
1340,EL_to_NBA,1,EuroLeague,2008,24,Center,210.0,False,0,21.0,18.1651,6.8,0.6338,,13.0,2.3,120.0,142.0,10.7,0.5837,,26.9174,True
1340,EL_to_NBA,0,EuroLeague,2009,24,Center,210.0,False,0,13.0,21.9577,8.6,0.6071,,14.8,1.9,77.0,112.0,6.8,0.6338,,18.1651,True
1340,NBA_to_EL,0,NBA,2010,25,Center,210.0,False,0,65.0,13.65,4.05,0.5171,0.0,5.52,1.4,114.0,263.0,,,,,False
1340,EL_to_NBA,0,EuroLeague,2011,26,Center,210.0,False,0,7.0,,,0.5493,,,,37.0,71.0,,,,,False
1349,NBA_to_EL,1,NBA,2003,29,Center,216.0,False,0,54.0,13.11,3.02,0.4785,0.0,4.02,0.59,90.0,163.0,,,,,False
1349,NBA_to_EL,0,NBA,2004,29,Center,216.0,False,0,11.0,9.45,1.91,0.3333,0.0,2.0,0.36,11.0,21.0,3.02,0.4785,0.0,13.11,True
1365,NBA_to_EL,1,NBA,2003,26,Guard,195.0,False,0,11.0,8.73,3.45,0.2895,50.0,2.27,0.55,6.0,38.0,5.0,0.475,50.0,12.12,True
1372,NBA_to_EL,1,NBA,2003,30,Guard,186.0,False,0,37.0,14.19,4.08,0.4735,33.8,4.95,0.7,45.0,151.0,6.63,0.4793,35.2,22.92,True
1372,EL_to_NBA,0,EuroLeague,2005,31,Guard,186.0,False,0,25.0,27.5,9.0,0.6049,40.83,12.6,2.6,54.0,224.0,,,,,False
1387,NBA_to_EL,1,NBA,2004,29,Forward,196.0,False,0,42.0,10.17,3.05,0.4688,28.6,3.24,0.64,25.0,128.0,,,,,False
1387,NBA_to_EL,0,NBA,2005,29,Forward,196.0,False,0,25.0,11.16,3.36,0.494,16.7,4.16,0.96,24.0,84.0,3.05,0.4688,28.6,10.17,True
1390,NBA_to_EL,1,NBA,2004,31,Center,208.0,False,0,42.0,17.43,4.33,0.4341,0.0,5.48,1.07,93.0,182.0,,,,,False
1391,NBA_to_EL,0,NBA,2005,23,Forward,195.0,False,0,19.0,7.42,1.95,0.4189,14.3,2.05,0.47,10.0,37.0,,,,,False
1394,NBA_to_EL,0,NBA,2005,23,Guard,195.0,False,0,5.0,7.0,3.2,0.2812,20.0,1.8,0.8,0.0,16.0,,,,,False
1394,EL_to_NBA,1,EuroLeague,2006,25,Guard,195.0,False,0,22.0,32.6023,11.0,0.4896,31.82,14.3,3.0,91.0,241.0,,,,,False
1394,EL_to_NBA,0,EuroLeague,2007,25,Guard,195.0,False,0,22.0,17.3394,5.0,0.4537,27.91,5.5,1.1,28.0,108.0,11.0,0.4896,31.82,32.6023,True
1394,NBA_to_EL,0,NBA,2008,26,Guard,195.0,False,0,7.0,2.86,1.57,0.3636,0.0,1.29,0.0,2.0,11.0,,,,,False
1400,EL_to_NBA,1,EuroLeague,2006,20,Forward,203.0,False,0,12.0,,,0.5395,27.27,,,13.0,38.0,,,,,False
1400,EL_to_NBA,0,EuroLeague,2007,20,Forward,203.0,False,0,13.0,26.5833,7.3,0.5,29.03,8.5,2.0,24.0,95.0,,0.5395,27.27,,True
1400,NBA_to_EL,0,NBA,2010,23,Forward,203.0,False,0,80.0,31.52,10.09,0.5279,34.5,12.38,1.04,164.0,807.0,7.24,0.6194,40.9,24.81,True
1400,EL_to_NBA,0,EuroLeague,2011,24,Forward,203.0,False,0,6.0,,,0.4538,33.33,,,44.0,65.0,,,,,False
1404,NBA_to_EL,1,NBA,2004,27,Guard,188.0,False,0,76.0,14.03,4.58,0.3937,36.1,4.38,0.97,75.0,348.0,1.33,0.5,0.0,5.67,True
1407,NBA_to_EL,0,NBA,2005,23,Guard,183.0,False,0,15.0,10.8,3.47,0.4231,22.2,3.6,0.93,16.0,52.0,,,,,False
1407,EL_to_NBA,1,EuroLeague,2006,25,Guard,183.0,False,0,21.0,26.7738,9.0,0.4654,29.23,11.0,3.0,68.0,188.0,,,,,False
1407,EL_to_NBA,0,EuroLeague,2007,25,Guard,183.0,False,0,24.0,21.8708,7.6,0.5467,35.71,10.6,2.2,71.0,182.0,9.0,0.4654,29.23,26.7738,True
1417,NBA_to_EL,1,NBA,2004,32,Guard,186.0,False,0,56.0,23.95,10.55,0.4772,35.6,11.91,0.96,136.0,591.0,5.58,0.4348,30.3,15.48,True
1417,NBA_to_EL,0,NBA,2005,32,Guard,186.0,False,0,1.0,7.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,10.55,0.4772,35.6,23.95,True
1422,NBA_to_EL,0,NBA,2005,25,Forward,206.0,False,0,12.0,6.83,2.08,0.26,33.3,1.5,0.67,8.0,25.0,,,,,False
1432,NBA_to_EL,1,NBA,2004,28,Guard,183.0,False,0,73.0,13.97,3.32,0.4091,30.8,3.68,0.82,81.0,242.0,1.64,0.4583,37.5,7.14,True
1432,NBA_to_EL,0,NBA,2005,28,Guard,183.0,False,0,41.0,2.98,1.1,0.3,30.4,1.1,0.22,23.0,45.0,3.32,0.4091,30.8,13.97,True
1432,EL_to_NBA,0,EuroLeague,2006,29,Guard,183.0,False,0,20.0,16.8625,4.2,0.5294,40.0,6.2,1.9,41.0,85.0,,,,,False
1433,EL_to_NBA,0,EuroLeague,2006,23,Center,214.0,False,0,14.0,27.6964,6.8,0.599,50.0,10.4,2.1,45.0,96.0,,,,,False
1440,NBA_to_EL,1,NBA,2004,27,Forward,206.0,False,0,6.0,14.5,3.67,0.2727,0.0,2.0,0.5,0.0,22.0,2.95,0.2966,8.3,14.45,True
1441,NBA_to_EL,1,NBA,2004,26,Center,213.0,False,0,45.0,7.91,2.18,0.4796,0.0,2.62,0.58,43.0,98.0,,,,,False
1441,NBA_to_EL,0,NBA,2005,26,Center,213.0,False,0,28.0,7.61,2.46,0.4493,0.0,2.86,0.54,23.0,69.0,2.18,0.4796,0.0,7.91,True
1450,EL_to_NBA,0,EuroLeague,2006,21,Forward,206.0,False,0,18.0,11.2778,2.2,0.6667,,3.7,0.9,23.0,39.0,,,,,False
1459,NBA_to_EL,1,NBA,2004,28,Forward,208.0,False,0,8.0,8.62,1.12,0.3333,0.0,1.75,0.75,9.0,9.0,2.4,0.4762,0.0,11.91,True
1475,NBA_to_EL,1,NBA,2004,30,Forward,203.0,False,0,16.0,8.0,2.62,0.4286,25.0,3.06,0.5,24.0,42.0,3.12,0.4719,28.6,10.23,True
1481,EL_to_NBA,1,EuroLeague,2010,27,Forward,206.0,False,0,20.0,34.1258,13.6,0.5018,36.03,15.4,1.2,53.0,272.0,10.8,0.5826,43.61,30.0717,True
1481,EL_to_NBA,0,EuroLeague,2011,27,Forward,206.0,False,0,10.0,,,0.5271,43.06,,,60.0,166.0,13.6,0.5018,36.03,34.1258,True
1499,EL_to_NBA,1,EuroLeague,2012,25,Forward,200.0,False,0,21.0,28.2516,10.8,0.5639,40.48,15.9,1.0,93.0,227.0,8.4,0.5485,41.07,24.2917,True
1499,EL_to_NBA,0,EuroLeague,2013,25,Forward,200.0,False,0,24.0,30.6368,11.6,0.518,29.79,14.8,1.9,82.0,278.0,10.8,0.5639,40.48,28.2516,True
1502,NBA_to_EL,1,NBA,2005,25,Guard,198.0,False,0,36.0,15.67,5.03,0.4807,41.4,5.75,0.89,41.0,181.0,,,,,False
1502,NBA_to_EL,0,NBA,2006,25,Guard,198.0,False,0,17.0,15.06,4.76,0.4877,25.0,5.76,1.29,23.0,81.0,5.03,0.4807,41.4,15.67,True
1502,EL_to_NBA,1,EuroLeague,2009,29,Guard,198.0,False,0,20.0,28.385,9.9,0.4874,33.87,13.6,3.2,100.0,198.0,,0.4521,39.39,,True
1502,EL_to_NBA,0,EuroLeague,2010,29,Guard,198.0,False,0,10.0,,,0.5345,45.45,,,25.0,87.0,9.9,0.4874,33.87,28.385,True
1506,EL_to_NBA,0,EuroLeague,2009,24,Center,211.0,False,0,7.0,,,0.6579,,,,33.0,38.0,,,,,False
1511,NBA_to_EL,1,NBA,2005,24,Center,208.0,False,0,57.0,8.68,1.4,0.425,0.0,1.77,0.67,53.0,80.0,,,,,False
1511,NBA_to_EL,0,NBA,2006,24,Center,208.0,False,0,13.0,6.23,1.23,0.5,0.0,1.54,0.31,7.0,16.0,1.4,0.425,0.0,8.68,True
1516,NBA_to_EL,1,NBA,2005,28,Center,208.0,False,0,46.0,7.98,1.72,0.4114,20.0,1.46,0.41,3.0,79.0,0.88,0.4286,0.0,6.88,True
1518,NBA_to_EL,0,NBA,2011,28,Forward,201.0,False,0,2.0,18.5,5.5,0.2727,0.0,5.0,0.0,4.0,11.0,,,,,False
1523,NBA_to_EL,0,NBA,2006,25,Guard,187.0,False,0,4.0,8.75,0.75,0.0,0.0,0.0,0.5,4.0,3.0,,,,,False
1523,EL_to_NBA,1,EuroLeague,2007,27,Guard,187.0,False,0,5.0,,,0.4103,26.67,,,9.0,39.0,,,,,False
1535,EL_to_NBA,0,EuroLeague,2007,22,Guard,193.0,False,0,13.0,27.5474,7.8,0.5441,27.27,9.8,2.5,24.0,102.0,,,,,False
1535,NBA_to_EL,0,NBA,2010,25,Guard,193.0,False,0,48.0,17.83,6.58,0.4652,27.7,7.35,2.0,97.0,316.0,6.14,0.5275,39.4,18.02,True
1535,EL_to_NBA,0,EuroLeague,2011,26,Guard,193.0,False,0,2.0,,,0.2,,,,1.0,5.0,,,,,False
1540,NBA_to_EL,1,NBA,2005,29,Forward,203.0,False,0,3.0,13.0,5.67,0.5588,100.0,6.67,0.67,2.0,17.0,5.41,0.4555,0.0,16.7,True
1542,NBA_to_EL,1,NBA,2005,26,Guard,198.0,False,0,12.0,4.5,1.0,0.5,0.0,1.08,0.08,4.0,12.0,2.7,0.4259,25.0,10.8,True
1555,NBA_to_EL,1,NBA,2005,32,Center,206.0,False,0,37.0,11.7,4.0,0.4459,0.0,4.59,0.76,48.0,148.0,9.02,0.4651,0.0,24.4,True
1555,NBA_to_EL,0,NBA,2006,32,Center,206.0,False,0,56.0,18.3,6.93,0.4098,0.0,7.29,1.16,103.0,388.0,4.0,0.4459,0.0,11.7,True
1556,NBA_to_EL,0,NBA,2006,27,Forward,203.0,False,0,54.0,13.33,3.52,0.5158,33.3,4.19,0.5,37.0,190.0,1.11,0.5,0.0,3.89,True
1556,EL_to_NBA,0,EuroLeague,2007,28,Forward,203.0,False,0,4.0,,,0.3333,,,,2.0,9.0,,,,,False
1584,NBA_to_EL,1,NBA,2005,28,Forward,207.0,False,0,22.0,8.73,2.23,0.3265,0.0,1.59,0.32,3.0,49.0,,,,,False
1585,EL_to_NBA,0,EuroLeague,2011,22,Forward,213.0,False,0,10.0,,,0.5,30.43,,,33.0,110.0,,,,,False
1592,NBA_to_EL,1,NBA,2005,29,Guard,190.0,False,0,71.0,19.38,5.68,0.4256,6.3,6.21,1.55,150.0,403.0,4.9,0.449,16.7,19.16,True
1601,NBA_to_EL,0,NBA,2006,23,Guard,188.0,False,0,47.0,15.11,5.51,0.4788,41.4,6.17,0.89,55.0,259.0,,,,,False
1608,EL_to_NBA,1,EuroLeague,2008,26,Guard,191.0,False,0,10.0,,,0.45,16.67,,,25.0,40.0,,0.4273,38.46,,True
1608,NBA_to_EL,0,NBA,2013,30,Guard,191.0,False,0,3.0,3.67,1.0,0.0,0.0,0.33,0.67,2.0,3.0,,,,,False
1610,NBA_to_EL,1,NBA,2005,26,Forward,203.0,False,0,59.0,12.76,2.56,0.543,50.0,3.44,0.47,50.0,151.0,,,,,False
1610,NBA_to_EL,0,NBA,2006,26,Forward,203.0,False,0,53.0,7.09,1.55,0.3841,21.4,1.6,0.32,29.0,82.0,2.56,0.543,50.0,12.76,True
1610,EL_to_NBA,0,EuroLeague,2007,27,Forward,203.0,False,0,7.0,,,0.5476,42.86,,,3.0,21.0,,,,,False
1612,NBA_to_EL,1,NBA,2005,26,Forward,208.0,False,0,42.0,14.05,2.93,0.4309,0.0,3.5,0.71,57.0,123.0,2.15,0.3966,0.0,9.44,True
1612,NBA_to_EL,0,NBA,2006,26,Forward,208.0,False,0,7.0,4.86,1.29,0.3333,0.0,1.43,0.14,6.0,9.0,2.93,0.4309,0.0,14.05,True
1618,EL_to_NBA,1,EuroLeague,2015,30,Guard,195.0,False,0,29.0,26.7856,10.2,0.5983,42.78,16.1,3.0,129.0,295.0,10.9,0.567,40.46,28.1847,True
1618,EL_to_NBA,0,EuroLeague,2016,30,Guard,195.0,False,0,29.0,27.6287,11.1,0.5637,38.12,16.1,3.0,116.0,322.0,10.2,0.5983,42.78,26.7856,True
1620,NBA_to_EL,1,NBA,2005,28,Center,218.0,False,0,51.0,14.35,3.24,0.6061,0.0,5.04,0.76,87.0,165.0,2.06,0.5,0.0,9.0,True
1620,NBA_to_EL,0,NBA,2006,28,Center,218.0,False,0,23.0,11.22,2.17,0.4,0.0,2.35,0.91,24.0,50.0,3.24,0.6061,0.0,14.35,True
1623,NBA_to_EL,1,NBA,2005,26,Forward,208.0,False,0,41.0,9.9,1.61,0.3939,0.0,1.78,0.51,44.0,66.0,1.6,0.375,0.0,5.6,True
1625,NBA_to_EL,0,NBA,2006,24,Guard,185.0,False,0,1.0,7.0,1.0,1.5,100.0,4.0,1.0,2.0,1.0,,,,,False
1630,NBA_to_EL,1,NBA,2005,29,Center,218.0,False,0,27.0,12.0,2.19,0.4746,0.0,2.3,0.59,14.0,59.0,3.64,0.4329,0.0,15.8,True
1630,NBA_to_EL,0,NBA,2007,30,Center,218.0,False,0,7.0,2.43,0.71,0.6,0.0,0.86,0.0,0.0,5.0,,,,,False
1631,NBA_to_EL,1,NBA,2005,26,Forward,203.0,False,0,49.0,20.67,5.18,0.5512,36.7,6.71,1.24,76.0,254.0,4.0,0.4167,0.0,13.33,True
1632,NBA_to_EL,1,NBA,2005,23,Guard,191.0,False,0,7.0,19.29,7.29,0.4706,35.3,8.86,1.14,16.0,51.0,,,,,False
1632,NBA_to_EL,0,NBA,2006,23,Guard,191.0,False,0,19.0,10.0,3.16,0.45,30.0,3.53,0.32,18.0,60.0,7.29,0.4706,35.3,19.29,True
1636,NBA_to_EL,1,NBA,2006,24,Guard,185.0,False,0,49.0,9.18,2.0,0.3571,21.4,1.92,0.63,37.0,98.0,,,,,False
1637,NBA_to_EL,1,NBA,2006,29,Guard,188.0,False,0,82.0,20.85,8.44,0.4675,38.8,9.16,1.49,122.0,692.0,5.12,0.4401,37.9,11.33,True
1637,NBA_to_EL,0,NBA,2007,29,Guard,188.0,False,0,80.0,18.71,8.15,0.4394,34.9,8.05,1.16,81.0,652.0,8.44,0.4675,38.8,20.85,True
1637,EL_to_NBA,0,EuroLeague,2008,30,Guard,188.0,False,0,11.0,,,0.4359,28.57,,,6.0,39.0,,,,,False
1642,NBA_to_EL,1,NBA,2006,26,Guard,175.0,False,0,6.0,4.83,1.33,0.5,0.0,1.33,0.67,0.0,8.0,3.5,0.4286,0.0,10.5,True
1642,NBA_to_EL,0,NBA,2007,26,Guard,175.0,False,0,4.0,6.25,1.25,0.5,33.3,1.5,0.25,2.0,5.0,1.33,0.5,0.0,4.83,True
1653,NBA_to_EL,1,NBA,2006,25,Forward,203.0,False,0,55.0,36.8,9.42,0.529,33.8,13.0,1.45,210.0,518.0,6.81,0.5833,49.2,30.39,True
1653,NBA_to_EL,0,NBA,2007,25,Forward,203.0,False,0,76.0,29.92,7.54,0.5899,36.7,11.82,1.29,275.0,573.0,9.42,0.529,33.8,36.8,True
1653,EL_to_NBA,1,EuroLeague,2008,27,Forward,203.0,False,0,16.0,24.224,7.3,0.4829,15.79,8.8,1.8,44.0,117.0,,,,,False
1653,EL_to_NBA,0,EuroLeague,2009,27,Forward,203.0,False,0,20.0,32.3475,11.0,0.5659,32.76,15.2,2.0,85.0,220.0,7.3,0.4829,15.79,24.224,True
1662,NBA_to_EL,1,NBA,2006,25,Guard,191.0,False,0,61.0,11.67,2.64,0.4472,31.8,2.93,0.82,45.0,161.0,3.86,0.4235,28.2,14.71,True
1663,EL_to_NBA,1,EuroLeague,2008,21,Forward,203.0,False,0,4.0,,,0.25,,,,2.0,4.0,,,,,False
1663,NBA_to_EL,1,NBA,2011,24,Forward,203.0,False,0,6.0,13.83,3.17,0.1842,50.0,1.5,0.33,6.0,19.0,6.95,0.4657,27.5,21.52,True
1674,NBA_to_EL,1,NBA,2006,24,Forward,203.0,False,0,2.0,6.5,2.0,0.25,0.0,1.0,0.0,0.0,4.0,,,,,False
1676,NBA_to_EL,1,NBA,2006,28,Guard,193.0,False,0,29.0,18.72,4.72,0.4416,26.9,5.24,1.79,46.0,137.0,,,,,False
1686,EL_to_NBA,0,EuroLeague,2008,20,Guard,185.0,False,0,16.0,19.5958,7.0,0.4369,26.83,7.6,1.2,31.0,111.0,,,,,False
1687,NBA_to_EL,0,NBA,2007,25,Center,211.0,False,0,56.0,8.43,0.84,0.5319,0.0,1.39,0.3,58.0,47.0,0.25,0.0,0.0,4.5,True
1690,EL_to_NBA,1,EuroLeague,2013,30,Center,213.0,False,0,30.0,18.4406,4.8,0.7014,,8.4,0.6,83.0,144.0,4.5,0.7164,,20.8483,True
1690,EL_to_NBA,0,EuroLeague,2014,30,Center,213.0,False,0,30.0,20.1256,5.4,0.6914,,9.9,1.0,110.0,162.0,4.8,0.7014,,18.4406,True
1698,NBA_to_EL,1,NBA,2006,26,Forward,201.0,False,0,40.0,9.03,2.23,0.382,22.2,2.48,0.47,45.0,89.0,2.61,0.4083,33.3,10.48,True
1699,NBA_to_EL,1,NBA,2006,25,Forward,206.0,False,0,12.0,5.92,1.42,0.6471,0.0,2.42,0.75,18.0,17.0,,,,,False
1699,EL_to_NBA,0,EuroLeague,2008,26,Forward,206.0,False,0,2.0,,,0.3793,,,,16.0,29.0,,,,,False
1699,EL_to_NBA,0,EuroLeague,2009,27,Forward,206.0,False,0,9.0,,,0.5,,,,18.0,28.0,,0.3793,,,True
1726,NBA_to_EL,1,NBA,2006,32,Forward,206.0,False,0,12.0,8.58,2.33,0.2857,0.0,2.0,0.5,13.0,28.0,5.81,0.4679,0.0,18.06,True
1734,NBA_to_EL,1,NBA,2006,24,Center,206.0,False,0,16.0,5.5,2.12,0.5588,47.1,2.62,0.31,7.0,34.0,2.68,0.42,27.8,12.57,True
1735,NBA_to_EL,1,NBA,2006,25,Forward,198.0,False,0,61.0,30.57,9.33,0.5009,33.9,10.89,1.64,103.0,569.0,10.27,0.5305,37.2,31.76,True
1735,NBA_to_EL,0,NBA,2007,25,Forward,198.0,False,0,67.0,28.15,8.21,0.4718,35.3,8.78,1.36,80.0,550.0,9.33,0.5009,33.9,30.57,True
1735,EL_to_NBA,0,EuroLeague,2008,26,Forward,198.0,False,0,6.0,,,0.3269,42.86,,,6.0,26.0,,,,,False
1739,EL_to_NBA,0,EuroLeague,2009,26,Guard,190.0,False,0,6.0,,,0.4205,38.46,,,7.0,44.0,,,,,False
1747,EL_to_NBA,0,EuroLeague,2012,27,Center,208.0,False,0,10.0,,,0.587,,,,43.0,92.0,,,,,False
1767,NBA_to_EL,1,NBA,2007,31,Guard,191.0,False,0,36.0,11.78,4.44,0.4219,43.6,4.25,0.97,19.0,160.0,8.07,0.4842,36.4,22.6,True
1767,NBA_to_EL,0,NBA,2008,31,Guard,191.0,False,0,50.0,16.32,5.12,0.4434,33.3,5.22,1.4,39.0,256.0,4.44,0.4219,43.6,11.78,True
1782,EL_to_NBA,0,EuroLeague,2009,27,Guard,179.0,False,0,3.0,,,0.3571,11.11,,,2.0,21.0,,,,,False
1788,NBA_to_EL,1,NBA,2007,24,Forward,203.0,False,0,79.0,23.91,8.34,0.5432,33.9,11.14,1.13,213.0,659.0,6.0,0.5095,37.6,18.84,True
1788,NBA_to_EL,0,NBA,2008,24,Forward,203.0,False,0,82.0,22.24,7.88,0.5147,32.6,9.91,1.0,204.0,646.0,8.34,0.5432,33.9,23.91,True
1788,EL_to_NBA,0,EuroLeague,2009,25,Forward,203.0,False,0,22.0,30.3765,12.5,0.5345,34.88,17.1,1.6,104.0,275.0,,,,,False
1788,NBA_to_EL,1,NBA,2011,28,Forward,203.0,False,0,49.0,21.57,8.37,0.478,34.6,9.65,1.31,100.0,410.0,10.41,0.4865,29.8,26.46,True
1788,NBA_to_EL,0,NBA,2012,28,Forward,203.0,False,0,20.0,18.8,7.2,0.4028,30.3,7.4,0.7,38.0,144.0,8.37,0.478,34.6,21.57,True
1803,NBA_to_EL,0,NBA,2013,26,Guard,192.0,False,0,31.0,9.42,2.77,0.3779,25.0,2.35,1.0,12.0,86.0,,,,,False
1803,NBA_to_EL,0,NBA,2014,27,Guard,192.0,False,0,4.0,10.75,5.0,0.15,0.0,1.5,0.5,0.0,20.0,2.77,0.3779,25.0,9.42,True
1808,EL_to_NBA,0,EuroLeague,2009,24,Center,216.0,False,0,16.0,13.6208,4.8,0.5065,,6.0,1.4,29.0,77.0,,,,,False
1829,NBA_to_EL,0,NBA,2008,24,Guard,183.0,False,0,13.0,9.38,2.85,0.3784,40.0,2.62,0.38,6.0,37.0,,,,,False
1838,NBA_to_EL,1,NBA,2007,24,Guard,196.0,False,0,21.0,4.29,1.81,0.2763,6.7,1.29,0.52,8.0,38.0,1.0,0.0,0.0,1.0,True
1838,NBA_to_EL,0,NBA,2008,24,Guard,196.0,False,0,63.0,19.44,8.13,0.5098,39.0,9.68,0.94,117.0,512.0,1.81,0.2763,6.7,4.29,True
1838,EL_to_NBA,0,EuroLeague,2009,25,Guard,196.0,False,0,3.0,,,0.5312,33.33,,,7.0,16.0,,,,,False
1849,EL_to_NBA,1,EuroLeague,2013,27,Forward,209.0,False,0,24.0,25.0889,7.9,0.5711,41.57,10.4,1.4,39.0,190.0,8.5,0.5409,31.03,23.1186,True
1849,EL_to_NBA,0,EuroLeague,2014,27,Forward,209.0,False,0,29.0,27.7621,8.5,0.5528,35.14,12.1,1.5,114.0,246.0,7.9,0.5711,41.57,25.0889,True
1849,NBA_to_EL,1,NBA,2020,34,Forward,209.0,False,0,26.0,16.88,5.77,0.5167,29.3,7.19,1.08,42.0,150.0,9.07,0.5835,41.9,27.93,True
1849,NBA_to_EL,0,NBA,2021,34,Forward,209.0,False,0,71.0,16.08,4.82,0.5468,36.2,6.1,1.23,81.0,342.0,5.77,0.5167,29.3,16.88,True
1876,EL_to_NBA,1,EuroLeague,2012,27,Forward,203.0,False,0,29.0,20.1155,4.4,0.5504,39.44,6.0,1.0,42.0,129.0,4.2,0.4261,23.08,13.2817,True
1876,EL_to_NBA,0,EuroLeague,2013,27,Forward,203.0,False,0,30.0,22.8661,4.9,0.5782,41.67,6.4,1.3,33.0,147.0,4.4,0.5504,39.44,20.1155,True
1892,EL_to_NBA,1,EuroLeague,2013,27,Center,224.0,False,0,10.0,,,0.6164,,,,29.0,73.0,,,,,False
1892,EL_to_NBA,0,EuroLeague,2014,27,Center,224.0,False,0,24.0,27.2896,10.0,0.6208,,16.6,1.4,128.0,240.0,,0.6164,,,True
1892,NBA_to_EL,1,NBA,2022,36,Center,224.0,False,0,31.0,5.52,1.94,0.6833,0.0,3.29,0.45,27.0,60.0,3.04,0.6071,25.0,5.57,True
