player_id,direction,gap,age,fga_pre,fga_post,efg_pre,efg_post,d_efg,pps_pre,pps_post,d_pps,sxsv_pre,sxsv_post,d_sxsv,smoe_pre,smoe_post,d_smoe,three_rate_pre,three_rate_post,d_three_rate,mean_dist_pre,mean_dist_post,d_mean_dist,pps_over_sxsv_pre,pps_over_sxsv_post,d_pps_over_sxsv
11,EL_to_NBA,0,27,194.0,369.0,0.6005154639175257,0.5013550135501355,-0.0991604503673903,1.2010309278350515,1.002710027100271,-0.1983209007347806,1.1681806329832884,1.1572134478325402,-0.010967185150748238,0.014380012608811487,-0.06773451996308141,-0.0821145325718929,0.39690721649484534,0.45528455284552843,0.058377336350683096,4.039130749156078,4.029696071430491,-0.009434677725586482,0.03285029485176305,-0.1545034207322693,-0.18735371558403235
11,NBA_to_EL,0,28,369.0,114.0,0.5013550135501355,0.5263157894736842,0.024960775923548728,1.002710027100271,1.0526315789473684,0.049921551847097456,1.1572134478325402,1.1399511907480904,-0.01726225708444984,-0.06773451996308141,-0.0560717581404453,0.011662761822636113,0.45528455284552843,0.32456140350877194,-0.1307231493367565,4.029696071430491,3.5148040798368227,-0.5148919915936685,-0.1545034207322693,-0.08731961180072201,0.0671838089315473
75,EL_to_NBA,0,31,136.0,294.0,0.40441176470588236,0.5136054421768708,0.1091936774709884,0.8088235294117647,1.0272108843537415,0.2183873549419768,0.965607224111074,1.09063716706117,0.12502994295009606,-0.04704859967338085,-0.021434868788885342,0.025613730884495506,0.8455882352941176,0.5816326530612245,-0.26395558223289317,6.8991157670563075,5.301640942630734,-1.5974748244255732,-0.1567836946993093,-0.06342628270742856,0.09335741199188075
75,NBA_to_EL,1,33,294.0,128.0,0.5136054421768708,0.52734375,0.013738307823129237,1.0272108843537415,1.0546875,0.027476615646258473,1.09063716706117,1.0543257509591435,-0.036311416102026595,-0.021434868788885342,-0.007105732979872443,0.014329135809012898,0.5816326530612245,0.6328125,0.05117984693877553,5.301640942630734,5.551431808673723,0.2497908660429884,-0.06342628270742856,0.00036174904085650716,0.06378803174828507
75,NBA_to_EL,0,33,296.0,128.0,0.4527027027027027,0.52734375,0.07464104729729731,0.9054054054054054,1.0546875,0.14928209459459463,1.1145693713321456,1.0543257509591435,-0.06024362037300213,-0.0859715925499476,-0.007105732979872443,0.07886585957007516,0.5844594594594594,0.6328125,0.04835304054054057,5.41552881277192,5.551431808673723,0.13590299590180255,-0.20916396592674025,0.00036174904085650716,0.20952571496759675
85,EL_to_NBA,1,24,161.0,157.0,0.6614906832298136,0.4745222929936306,-0.18696839023618306,1.3229813664596273,0.9490445859872612,-0.3739367804723661,1.182646383311808,1.0881732646686557,-0.09447311864315222,0.05994668770852241,-0.053462385555414896,-0.11340907326393732,0.515527950310559,0.5286624203821656,0.013134470071606619,4.863942382993066,4.98505148533222,0.12110910233915373,0.14033498314781934,-0.13912867868139456,-0.2794636618292139
85,EL_to_NBA,0,24,206.0,157.0,0.6747572815533981,0.4745222929936306,-0.2002349885597675,1.3495145631067962,0.9490445859872612,-0.400469977119535,1.1410568103210144,1.0881732646686557,-0.05288354565235864,0.08114011365606102,-0.053462385555414896,-0.13460249921147593,0.529126213592233,0.5286624203821656,-0.00046379321006739804,4.8163388668085325,4.98505148533222,0.16871261852368757,0.20845775278578182,-0.13912867868139456,-0.3475864314671764
85,NBA_to_EL,0,25,157.0,195.0,0.4745222929936306,0.5615384615384615,0.08701616854483096,0.9490445859872612,1.123076923076923,0.17403233708966193,1.0881732646686557,1.1478244648043046,0.05965120013564884,-0.053462385555414896,-0.0133342407718667,0.040128144783548196,0.5286624203821656,0.5282051282051282,-0.0004572921770373828,4.98505148533222,4.868855463982248,-0.11619602134997198,-0.13912867868139456,-0.024747541727381472,0.11438113695401309
92,EL_to_NBA,1,32,138.0,229.0,0.5253623188405797,0.4585152838427948,-0.06684703499778494,1.0507246376811594,0.9170305676855895,-0.13369406999556988,0.8730408841271654,0.9516419163932601,0.07860103226609472,0.0868744036760234,-0.009227506430629135,-0.09610191010665255,0.5362318840579711,0.26200873362445415,-0.2742231504335169,5.628745098155957,4.04135117677208,-1.5873939213838764,0.17768375355399402,-0.034611348707670575,-0.2122951022616646
92,EL_to_NBA,0,32,168.0,229.0,0.4791666666666667,0.4585152838427948,-0.02065138282387191,0.9583333333333334,0.9170305676855895,-0.04130276564774382,0.8130619529451005,0.9516419163932601,0.1385799634481596,0.05882788056511352,-0.009227506430629135,-0.06805538699574265,0.43452380952380953,0.26200873362445415,-0.17251507589935539,5.442061169050236,4.04135117677208,-1.4007099922781556,0.14527138038823284,-0.034611348707670575,-0.17988272909590342
