player_id,direction,gap,in_primary,minutes_per_game_pre,minutes_per_game_post,d_minutes_per_game,fga_per_game_pre,fga_per_game_post,d_fga_per_game,fga_per_min_pre,fga_per_min_post,d_fga_per_min,usage_proxy_per_min_pre,usage_proxy_per_min_post,d_usage_proxy_per_min,points_per_game_pre,points_per_game_post,d_points_per_game,efg_pct_pre,efg_pct_post,d_efg_pct
85,EL_to_NBA,0,True,22.1106,11.0,-11.110600000000002,5.7,3.57,-2.1300000000000003,0.2577949038017964,0.3245454545454545,0.0667505507436581,0.3507618769077074,0.4227272727272728,0.0719653958195654,9.4,3.93,-5.470000000000001,0.6748,0.4745,-0.20029999999999998
85,NBA_to_EL,0,True,11.0,25.7738,14.773800000000001,3.57,9.3,5.73,0.3245454545454545,0.360831542108653,0.036286087563198455,0.4227272727272728,0.47501172286807314,0.052284450140800354,3.93,12.2,8.27,0.4745,0.5615,0.08700000000000002
92,EL_to_NBA,1,True,21.4988,16.4,-5.098800000000001,6.5,4.34,-2.16,0.3023424563231436,0.2646341463414634,-0.03770830998168018,0.40752876022591156,0.37138748274275196,-0.036141277483159595,8.2,4.47,-3.7299999999999995,0.5588,0.4565,-0.10229999999999995
92,EL_to_NBA,0,True,22.0685,16.4,-5.668500000000002,7.1,4.34,-2.76,0.32172553639803336,0.2646341463414634,-0.057091390056569935,0.433714505808214,0.37138748274275196,-0.06232702306546206,7.6,4.47,-3.13,0.4701,0.4565,-0.013600000000000001
92,NBA_to_EL,1,True,16.4,16.5764,0.176400000000001,4.34,4.8,0.45999999999999996,0.2646341463414634,0.28956830192321614,0.024934155581752715,0.37138748274275196,0.4148398762178719,0.04345239347511992,4.47,5.9,1.4300000000000006,0.4565,0.4821,0.025599999999999956
92,NBA_to_EL,0,False,10.3,16.5764,6.276399999999999,2.96,4.8,1.8399999999999999,0.287378640776699,0.28956830192321614,0.002189661146517141,0.3995356690586745,0.4148398762178719,0.015304207159197392,2.74,5.9,3.16,0.3971,0.4821,0.08499999999999996
101,NBA_to_EL,1,False,11.71,,,3.71,,,0.31682322801024765,,,0.470781993412224,,,5.29,,,0.4808,0.2647,-0.21610000000000001
101,NBA_to_EL,0,False,10.38,,,4.05,,,0.3901734104046242,,,0.4657345206478154,,,4.35,,,0.4467,0.2647,-0.182
101,EL_to_NBA,0,False,,12.33,,,4.81,,,0.3901054339010543,,,0.4817818629659668,,,5.93,,0.2647,0.5077,0.24300000000000005
102,EL_to_NBA,1,True,26.4625,17.37,-9.092499999999998,6.1,5.38,-0.7199999999999998,0.2305148795465281,0.3097294185377087,0.07921453899118058,0.30995643730646094,0.3848781423910957,0.07492170508463475,8.9,6.58,-2.3200000000000003,0.5799,0.5279,-0.051999999999999935
102,EL_to_NBA,0,True,25.9537,17.37,-8.5837,6.0,5.38,-0.6200000000000001,0.23118091062160692,0.3097294185377087,0.07854850791610177,0.2927863421742907,0.3848781423910957,0.09209180021680496,7.3,6.58,-0.7199999999999998,0.521,0.5279,0.006900000000000017
102,NBA_to_EL,1,True,17.37,25.0016,7.631599999999999,5.38,6.2,0.8200000000000003,0.3097294185377087,0.247984129015743,-0.0617452895219657,0.3848781423910957,0.33432860296940997,-0.05054953942168572,6.58,8.1,1.5199999999999996,0.5279,0.5025,-0.02540000000000009
102,NBA_to_EL,0,True,10.95,25.0016,14.0516,2.68,6.2,3.52,0.24474885844748862,0.247984129015743,0.0032352705682543725,0.2867579908675799,0.33432860296940997,0.047570612101830057,1.95,8.1,6.1499999999999995,0.3136,0.5025,0.18889999999999996
126,EL_to_NBA,1,True,23.6127,21.92,-1.6926999999999985,6.8,4.85,-1.9500000000000002,0.28798062059823737,0.2212591240875912,-0.06672149651064616,0.422952852639868,0.300456204379562,-0.12249664826030598,8.7,6.09,-2.6099999999999994,0.4784,0.5016,0.023200000000000054
126,EL_to_NBA,0,True,23.8952,21.92,-1.9751999999999974,7.1,4.85,-2.25,0.29713080451304025,0.2212591240875912,-0.07587168042544903,0.46644155670236226,0.300456204379562,-0.16598535232280026,9.9,6.09,-3.8100000000000005,0.49,0.5016,0.011600000000000055
126,EL_to_NBA,0,False,,18.22,,,4.55,,,0.24972557628979145,,,0.3352360043907794,,,5.11,,0.4684,0.4595,-0.008899999999999963
126,NBA_to_EL,0,False,18.22,,,4.55,,,0.24972557628979145,,,0.3352360043907794,,,5.11,,,0.4595,0.5319,0.07240000000000002
126,NBA_to_EL,0,False,6.5,25.2905,18.7905,1.62,8.2,6.579999999999999,0.24923076923076926,0.32423241928787483,0.07500165005710557,0.32461538461538464,0.47508491865068436,0.15046953403529972,1.25,11.5,10.25,0.3462,0.5314,0.18519999999999998
132,EL_to_NBA,1,True,19.8924,32.19,12.2976,5.6,16.47,10.87,0.28151454826969097,0.5116495806150979,0.23013503234540694,0.42066316784299534,0.7102792447620033,0.289616076919008,7.8,21.19,13.39,0.5332,0.4975,-0.03570000000000001
132,EL_to_NBA,0,True,25.947,32.19,6.2429999999999986,10.4,16.47,6.0699999999999985,0.40081705014067137,0.5116495806150979,0.11083253047442654,0.5901774129314885,0.7102792447620033,0.12010183183051482,16.0,21.19,5.190000000000001,0.5332,0.4975,-0.03570000000000001
134,NBA_to_EL,1,False,4.38,13.7907,9.410699999999999,0.62,4.1,3.4799999999999995,0.1415525114155251,0.29730180483949326,0.15574929342396815,0.30376168732333114,0.4114656978978587,0.10770401057452755,0.71,5.1,4.39,0.3846,0.4804,0.0958
134,NBA_to_EL,0,False,4.5,13.7907,9.2907,0.75,4.1,3.3499999999999996,0.16666666666666666,0.29730180483949326,0.1306351381728266,0.26,0.4114656978978587,0.1514656978978587,1.25,5.1,3.8499999999999996,0.6667,0.4804,-0.18629999999999997
138,EL_to_NBA,0,False,,5.92,,,1.62,,,0.2736486486486487,,,0.38963963963963966,,,1.08,,0.4286,0.2436,-0.18499999999999997
138,NBA_to_EL,0,False,5.92,,,1.62,,,0.2736486486486487,,,0.38963963963963966,,,1.08,,,0.2436,0.4865,0.24289999999999998
159,EL_to_NBA,1,True,30.2054,12.03,-18.175400000000003,13.2,3.03,-10.17,0.43700795222046385,0.2518703241895262,-0.18513762803093764,0.5977115895521603,0.3556663895816015,-0.2420451999705588,18.2,3.3,-14.899999999999999,0.5457,0.467,-0.07869999999999994
159,EL_to_NBA,0,True,31.2866,12.03,-19.2566,12.0,3.03,-8.97,0.38355078532023296,0.2518703241895262,-0.13168046113070675,0.5220208672248224,0.3556663895816015,-0.16635447764322092,16.0,3.3,-12.7,0.5365,0.467,-0.06949999999999995
159,NBA_to_EL,1,True,12.03,24.0954,12.065400000000002,3.03,9.4,6.370000000000001,0.2518703241895262,0.39011595574258984,0.13824563155306363,0.3556663895816015,0.541389642836392,0.1857232532547905,3.3,11.5,8.2,0.467,0.4973,0.030299999999999994
159,NBA_to_EL,0,True,21.22,24.0954,2.8754000000000026,7.58,9.4,1.8200000000000003,0.3572101790763431,0.39011595574258984,0.03290577666624672,0.47790344538695156,0.541389642836392,0.06348619744944045,7.47,11.5,4.03,0.4304,0.4973,0.06690000000000002
190,EL_to_NBA,1,False,,20.54,,,7.13,,,0.3471275559883155,,,0.43780621628722893,,,8.48,,0.5,0.5145,0.014499999999999957
190,EL_to_NBA,0,False,,20.54,,,7.13,,,0.3471275559883155,,,0.43780621628722893,,,8.48,,,0.5145,
203,EL_to_NBA,1,False,24.7515,18.91,-5.8415,5.5,3.82,-1.6800000000000002,0.222208755024948,0.2020095187731359,-0.020199236251812108,0.3304850211098317,0.2828448699750433,-0.04764015113478837,8.4,4.68,-3.7200000000000006,0.6,0.5367,-0.06330000000000002
203,EL_to_NBA,0,False,27.0289,18.91,-8.1189,7.4,3.82,-3.5800000000000005,0.27378102697483064,0.2020095187731359,-0.07177150820169476,0.39158086344616316,0.2828448699750433,-0.10873599347111984,10.1,4.68,-5.42,0.5818,0.5367,-0.04510000000000003
203,NBA_to_EL,1,False,11.78,21.8569,10.0769,2.24,7.4,5.16,0.1901528013582343,0.33856585334608297,0.14841305198784865,0.2637071806651353,0.459288402731182,0.19558122206604667,2.47,11.2,8.729999999999999,0.5,0.6326,0.13260000000000005
203,NBA_to_EL,0,False,14.24,21.8569,7.616899999999999,2.79,7.4,4.61,0.19592696629213482,0.33856585334608297,0.14263888705394814,0.27106741573033705,0.459288402731182,0.18822098700084494,3.15,11.2,8.049999999999999,0.5217,0.6326,0.1109
209,EL_to_NBA,1,False,16.0688,13.92,-2.1487999999999996,4.3,3.92,-0.3799999999999999,0.26759932291148064,0.28160919540229884,0.014009872490818198,0.3644484964651996,0.2938218390804598,-0.07062665738473983,6.4,2.83,-3.5700000000000003,0.5846,0.3617,-0.2229
209,EL_to_NBA,0,False,18.3899,13.92,-4.469900000000001,5.5,3.92,-1.58,0.2990772108603092,0.28160919540229884,-0.017468015458010355,0.35019222508007114,0.2938218390804598,-0.05637038599961136,7.1,2.83,-4.27,0.5609,0.3617,-0.19919999999999993
209,NBA_to_EL,0,False,13.92,16.9032,2.9831999999999983,3.92,3.5,-0.41999999999999993,0.28160919540229884,0.20706138482654174,-0.0745478105757571,0.2938218390804598,0.24903709413151415,-0.04478474494894563,2.83,4.6,1.7699999999999996,0.3617,0.6027,0.241
212,EL_to_NBA,1,True,23.4236,14.73,-8.6936,8.6,6.0,-2.5999999999999996,0.3671510783995628,0.40733197556008144,0.04018089716051865,0.45812917240554907,0.48352394380907615,0.025394771403527083,10.6,6.31,-4.29,0.5565,0.4696,-0.08689999999999998
212,EL_to_NBA,0,True,26.4581,14.73,-11.728100000000001,9.1,6.0,-3.0999999999999996,0.3439400410460312,0.40733197556008144,0.06339193451405023,0.43823398920094103,0.48352394380907615,0.04528995460813512,11.0,6.31,-4.69,0.5177,0.4696,-0.04810000000000003
217,EL_to_NBA,0,False,,4.89,,,1.21,,,0.2474437627811861,,,0.44182542245183515,,,1.58,,0.4839,0.4565,-0.02739999999999998
217,NBA_to_EL,1,False,4.89,21.5535,16.6635,1.21,7.7,6.49,0.2474437627811861,0.35725056255364557,0.10980679977245947,0.44182542245183515,0.49326868799344276,0.05144326554160761,1.58,9.5,7.92,0.4565,0.4208,-0.03570000000000001
217,NBA_to_EL,0,False,8.12,21.5535,13.4335,1.41,7.7,6.29,0.17364532019704434,0.35725056255364557,0.18360524235660122,0.27919443639524777,0.49326868799344276,0.214074251598195,1.47,9.5,8.03,0.4583,0.4208,-0.03749999999999998
222,NBA_to_EL,0,False,11.65,,,3.65,,,0.3133047210300429,,,0.3584250793058406,,,3.48,,,0.4524,0.5217,0.06930000000000003
257,NBA_to_EL,1,False,8.8,,,2.6,,,0.2954545454545454,,,0.47454545454545455,,,1.8,,,0.3077,0.3636,0.055900000000000005
257,NBA_to_EL,0,False,7.69,,,1.96,,,0.25487646293888166,,,0.3559618906079987,,,1.65,,,0.3021,0.3636,0.0615
260,NBA_to_EL,1,False,2.62,,,1.5,,,0.5725190839694656,,,0.9122137404580153,,,1.5,,,0.375,0.3415,-0.033499999999999974
260,EL_to_NBA,0,False,,17.0,,,4.88,,,0.28705882352941176,,,0.39243697478991596,,,5.32,,0.3415,0.4908,0.1493
264,NBA_to_EL,1,False,28.1,,,5.86,,,0.2085409252669039,,,0.3111424714688919,,,6.9,,,0.4794,0.7812,0.3018
264,NBA_to_EL,0,False,10.78,,,2.7,,,0.25046382189239336,,,0.3301201903686376,,,2.87,,,0.4597,0.7812,0.3215
277,EL_to_NBA,1,False,29.8121,5.81,-24.002100000000002,10.9,1.38,-9.52,0.36562335427561293,0.23752151462994836,-0.12810183964566457,0.48168361168787166,0.3970985984755348,-0.08458501321233686,12.9,1.86,-11.040000000000001,0.4583,0.4224,-0.03589999999999999
277,EL_to_NBA,0,False,30.8095,5.81,-24.9995,12.8,1.38,-11.420000000000002,0.4154562716045376,0.23752151462994836,-0.17793475697458921,0.6015769718523739,0.3970985984755348,-0.2044783733768391,17.7,1.86,-15.84,0.5335,0.4224,-0.11109999999999998
301,EL_to_NBA,0,False,30.0015,6.47,-23.5315,9.9,3.4,-6.5,0.32998350082495875,0.5255023183925811,0.19551881756762235,0.44864423445494395,0.6127769191138589,0.16413268465891495,13.5,2.67,-10.83,0.5599,0.3529,-0.20699999999999996
301,NBA_to_EL,0,False,6.47,30.7333,24.2633,3.4,14.0,10.6,0.5255023183925811,0.4555319474316133,-0.06997037096096781,0.6127769191138589,0.548243544732695,-0.06453337438116391,2.67,16.6,13.930000000000001,0.3529,0.519,0.16610000000000003
303,EL_to_NBA,1,True,24.4787,14.14,-10.3387,9.5,5.4,-4.1,0.3880925049124341,0.3818953323903819,-0.006197172522052152,0.47953526943832797,0.45671403875081384,-0.022821230687514127,12.8,5.83,-6.970000000000001,0.5649,0.4721,-0.09279999999999994
303,EL_to_NBA,0,True,21.0442,14.14,-6.9041999999999994,8.7,5.4,-3.299999999999999,0.41341557293696124,0.3818953323903819,-0.031520240546579315,0.5163046060816922,0.45671403875081384,-0.05959056733087831,11.1,5.83,-5.27,0.5603,0.4721,-0.0882
303,NBA_to_EL,1,True,14.14,25.6858,11.5458,5.4,10.0,4.6,0.3818953323903819,0.38932016912068146,0.007424836730299533,0.45671403875081384,0.5072841803642479,0.050570141613434094,5.83,11.7,5.869999999999999,0.4721,0.4627,-0.00940000000000002
303,NBA_to_EL,0,True,13.64,25.6858,12.0458,4.27,10.0,5.73,0.31304985337243396,0.38932016912068146,0.0762703157482475,0.3870967741935483,0.5072841803642479,0.12018740617069962,5.09,11.7,6.609999999999999,0.5213,0.4627,-0.058599999999999985
319,EL_to_NBA,1,False,28.5983,16.64,-11.958299999999998,13.2,6.23,-6.969999999999999,0.4615658972736142,0.3743990384615385,-0.0871668588120757,0.6082879052251359,0.46071314102564104,-0.14757476419949483,16.1,6.41,-9.690000000000001,0.5114,0.4411,-0.07029999999999997
319,NBA_to_EL,0,False,16.64,16.8438,0.2038000000000011,6.23,6.7,0.46999999999999975,0.3743990384615385,0.39777247414478917,0.023373435683250676,0.46071314102564104,0.5104252009641529,0.049712059938511854,6.41,7.9,1.4900000000000002,0.4411,0.4813,0.040200000000000014
330,EL_to_NBA,0,False,21.1762,7.32,-13.856200000000001,5.0,1.32,-3.6799999999999997,0.23611412812497046,0.18032786885245902,-0.055786259272511435,0.35929824182674075,0.2855191256830601,-0.07377911614368066,8.9,1.95,-6.95,0.7143,0.4828,-0.23150000000000004
330,NBA_to_EL,1,False,14.45,18.944,4.494,4.72,7.5,2.7800000000000002,0.32664359861591696,0.39590371621621623,0.06926011760029926,0.4080181362605894,0.4971042471042471,0.0890861108436577,4.97,9.4,4.430000000000001,0.4471,0.5476,0.10049999999999998
330,NBA_to_EL,0,False,13.35,18.944,5.593999999999999,2.15,7.5,5.35,0.16104868913857678,0.39590371621621623,0.23485502707763944,0.22546816479400747,0.4971042471042471,0.2716360823102396,1.85,9.4,7.550000000000001,0.3953,0.5476,0.1523
330,EL_to_NBA,0,False,18.944,5.14,-13.803999999999998,7.5,1.86,-5.64,0.39590371621621623,0.3618677042801557,-0.03403601193606054,0.4971042471042471,0.38632573652028906,-0.11077851058395805,9.4,0.71,-8.690000000000001,0.5476,0.1538,-0.3938
334,NBA_to_EL,0,False,7.5,35.295,27.795,2.33,13.7,11.37,0.3106666666666667,0.3881569627425981,0.07749029607593139,0.3968888888888889,0.5018274543136422,0.10493856542475327,1.67,20.3,18.630000000000003,0.2857,0.5876,0.3019
343,NBA_to_EL,1,False,5.0,26.7236,21.7236,1.86,8.9,7.04,0.372,0.3330389618165217,-0.03896103818347829,0.4831428571428572,0.4676266171723371,-0.015516239970520096,1.14,13.2,12.059999999999999,0.2308,0.5514,0.3206
343,NBA_to_EL,0,False,3.0,26.7236,23.7236,0.67,8.9,8.23,0.22333333333333336,0.3330389618165217,0.10970562848318835,0.22333333333333336,0.4676266171723371,0.24429328383900376,0.67,13.2,12.53,0.5,0.5514,0.0514
372,EL_to_NBA,1,False,32.9231,28.49,-4.4331,10.6,7.9,-2.6999999999999993,0.3219623911478567,0.27729027729027733,-0.044672113857579354,0.44345763309044417,0.3289659110554633,-0.11449172203498087,14.0,8.46,-5.539999999999999,0.471,0.482,0.01100000000000001
372,EL_to_NBA,0,False,35.1667,28.49,-6.6767,11.5,7.9,-3.5999999999999996,0.32701390804368907,0.27729027729027733,-0.04972363075341174,0.43538663312483433,0.3289659110554633,-0.10642072206937103,14.9,8.46,-6.4399999999999995,0.5169,0.482,-0.03490000000000004
372,NBA_to_EL,1,False,10.57,21.9175,11.3475,3.57,6.2,2.6300000000000003,0.3377483443708609,0.28287897798562794,-0.05486936638523293,0.35099337748344367,0.3615375841222767,0.010544206638833042,3.14,8.2,5.059999999999999,0.44,0.5325,0.09249999999999997
380,EL_to_NBA,1,False,,24.22,,,9.76,,,0.40297274979355907,,,0.5219164461821062,,,11.18,,0.2609,0.4812,0.2203
380,EL_to_NBA,0,False,34.2972,24.22,-10.077199999999998,15.7,9.76,-5.9399999999999995,0.4577633159558215,0.40297274979355907,-0.05479056616226241,0.5989475007354018,0.5219164461821062,-0.07703105455329562,22.9,11.18,-11.719999999999999,0.5833,0.4812,-0.10210000000000002
380,NBA_to_EL,1,False,19.48,,,6.25,,,0.3208418891170431,,,0.4069579560372976,,,7.79,,,0.5302,0.402,-0.12819999999999998
380,NBA_to_EL,0,False,12.68,,,4.64,,,0.3659305993690852,,,0.4424290220820189,,,4.32,,,0.4608,0.402,-0.05879999999999996
396,EL_to_NBA,1,False,28.6939,20.89,-7.803899999999999,8.2,6.76,-1.4399999999999995,0.2857750253538208,0.3235998085208233,0.037824783167002496,0.4293595502876918,0.4317855433221637,0.002425993034471885,10.4,7.42,-2.9800000000000004,0.4861,0.4608,-0.02529999999999999
396,EL_to_NBA,0,False,28.2008,20.89,-7.3108,10.5,6.76,-3.74,0.3723298629826104,0.3235998085208233,-0.048730054461787076,0.5019445581415455,0.4317855433221637,-0.0701590148193818,13.2,7.42,-5.779999999999999,0.525,0.4608,-0.06420000000000003
396,NBA_to_EL,1,False,29.19,25.8583,-3.3317000000000014,7.04,6.2,-0.8399999999999999,0.24117848578280232,0.23976827556335878,-0.0014102102194435417,0.3325202694986868,0.3307770941374078,-0.0017431753612789924,8.28,7.1,-1.1799999999999997,0.4735,0.4527,-0.020799999999999985
396,NBA_to_EL,0,False,11.42,25.8583,14.4383,2.74,6.2,3.46,0.23992994746059546,0.23976827556335878,-0.00016167189723667597,0.3502957406734296,0.3307770941374078,-0.01951864653602181,2.57,7.1,4.529999999999999,0.369,0.4527,0.0837
397,EL_to_NBA,1,False,29.7143,20.76,-8.9543,9.5,5.72,-3.7800000000000002,0.3197113847541419,0.2755298651252408,-0.0441815196289011,0.4785895134986313,0.3877777777777778,-0.09081173572085355,16.0,7.29,-8.71,0.5955,0.4965,-0.09900000000000003
397,EL_to_NBA,0,False,31.7083,20.76,-10.9483,10.2,5.72,-4.4799999999999995,0.32168233553990594,0.2755298651252408,-0.04615247041466514,0.48452087728870147,0.3877777777777778,-0.09674309951092369,15.7,7.29,-8.41,0.5453,0.4965,-0.04880000000000001
397,NBA_to_EL,1,False,20.76,23.4658,2.7058,5.72,8.2,2.4799999999999995,0.2755298651252408,0.34944472381082253,0.07391485868558173,0.3877777777777778,0.5191384909101756,0.13136071313239783,7.29,13.2,5.909999999999999,0.4965,0.5736,0.0771
397,NBA_to_EL,0,False,17.95,23.4658,5.515800000000002,5.97,8.2,2.2299999999999995,0.3325905292479109,0.34944472381082253,0.01685419456291165,0.4635699766618987,0.5191384909101756,0.05556851424827691,7.38,13.2,5.819999999999999,0.4842,0.5736,0.08939999999999998
428,EL_to_NBA,1,False,,19.74,,,6.3,,,0.3191489361702128,,,0.4583487780166555,,,6.98,,0.5,0.4555,-0.044499999999999984
447,NBA_to_EL,1,False,4.82,22.8211,18.0011,1.82,7.2,5.38,0.3775933609958506,0.3154975001205025,-0.06209586087534813,0.491701244813278,0.46535881267774115,-0.02634243213553683,1.45,9.3,7.8500000000000005,0.4,0.5324,0.13239999999999996
455,EL_to_NBA,1,False,8.62564,5.5,-3.1256400000000006,2.8,2.21,-0.5899999999999999,0.3246135938898447,0.4018181818181818,0.07720458792833712,0.5038645069993468,0.5371428571428571,0.03327835014351033,4.0,2.07,-1.9300000000000002,0.5,0.3871,-0.1129
455,EL_to_NBA,0,False,25.4389,5.5,-19.9389,9.4,2.21,-7.19,0.36951283270896146,0.4018181818181818,0.03230534910922034,0.48429767010366015,0.5371428571428571,0.052845187039196995,12.4,2.07,-10.33,0.5328,0.3871,-0.14570000000000005
455,NBA_to_EL,1,False,22.13,16.4111,-5.718899999999998,8.12,4.4,-3.719999999999999,0.36692272932670583,0.26811121740773014,-0.09881151191897569,0.46994426871516787,0.3801492079547786,-0.08979506076038929,9.84,6.7,-3.1399999999999997,0.4795,0.5615,0.08200000000000002
461,EL_to_NBA,1,False,27.3056,8.31,-18.995599999999996,9.3,1.58,-7.720000000000001,0.3405894761514122,0.1901323706377858,-0.15045710551362643,0.4738140812792167,0.27092129148055233,-0.20289278979866437,13.3,1.75,-11.55,0.631,0.4731,-0.15789999999999998
473,EL_to_NBA,1,False,,9.61,,,2.63,,,0.2736732570239334,,,0.4056998449744102,,,3.12,,0.5656,0.4457,-0.1199
473,EL_to_NBA,0,False,22.2222,9.61,-12.612200000000001,6.3,2.63,-3.67,0.2835002835002835,0.2736732570239334,-0.009827026476350087,0.4429004429004429,0.4056998449744102,-0.0372005979260327,7.8,3.12,-4.68,0.4649,0.4457,-0.019199999999999995
473,NBA_to_EL,1,False,11.98,24.25,12.27,4.05,7.1,3.05,0.3380634390651085,0.29278350515463913,-0.04527993391046936,0.4737352952595411,0.4088888888888889,-0.0648464063706522,5.05,9.3,4.250000000000001,0.4914,0.4921,0.0006999999999999784
473,NBA_to_EL,0,False,10.64,24.25,13.61,3.27,7.1,3.8299999999999996,0.3073308270676692,0.29278350515463913,-0.014547321913030042,0.42843716433942,0.4088888888888889,-0.01954827545053106,3.41,9.3,5.890000000000001,0.3962,0.4921,0.09589999999999999
503,NBA_to_EL,1,False,9.78,,,2.22,,,0.22699386503067487,,,0.4304703476482618,,,1.67,,,0.2,0.4651,0.2651
544,EL_to_NBA,1,False,16.8467,6.32,-10.526699999999998,4.8,2.03,-2.77,0.28492226964331296,0.32120253164556956,0.03628026200225659,0.35852718930116884,0.4564659596305165,0.09793877032934767,5.1,1.65,-3.4499999999999997,0.4375,0.26,-0.1775
